class,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
4,47,74,77,4,49,74,56,57,29,81
4,35,8,12,58,60,51,56,80,25,65
4,58,22,92,78,62,87,37,11,72,38
4,35,96,78,24,61,45,26,19,82,3
3,2,42,32,81,9,24,50,62,11,61
1,46,1,86,80,90,93,36,41,33,83
4,11,92,1,0,70,45,28,23,64,46
4,30,17,78,90,79,93,72,64,18,43
4,43,78,54,81,4,45,51,47,44,1
4,37,90,37,5,70,96,27,31,87,39
2,15,21,19,36,13,89,86,31,13,31
2,11,58,92,55,2,7,56,31,33,72
4,48,51,62,59,97,85,66,3,95,51
4,54,52,8,3,78,2,66,49,90,58
1,35,78,87,94,58,72,71,43,64,72
1,43,78,51,24,52,72,15,28,39,87
4,6,3,63,93,60,8,90,19,71,10
4,61,19,51,81,97,23,52,76,17,34
4,43,1,31,15,74,90,76,12,32,39
0,68,84,18,45,41,68,33,48,16,44
1,47,3,98,44,64,81,2,11,64,31
1,82,1,49,13,78,23,89,41,25,21
0,35,67,30,93,80,41,30,32,89,94
4,54,65,4,44,37,87,11,11,95,22
3,81,21,59,94,36,14,61,83,56,77
4,88,21,59,4,60,9,53,18,63,29
0,42,78,77,52,57,47,11,32,23,44
2,30,51,19,39,57,0,35,57,67,40
4,42,90,52,26,26,8,38,7,72,3
4,62,43,63,97,17,67,43,23,23,59
4,82,3,68,58,58,43,15,51,23,79
1,43,74,65,94,2,45,21,32,69,16
3,82,66,3,50,68,75,86,41,56,79
4,40,88,77,59,37,57,72,74,32,49
1,9,28,36,88,46,86,27,99,96,94
4,69,0,20,78,2,81,52,18,30,31
4,2,70,16,3,83,66,15,85,60,91
1,60,65,24,80,63,93,25,93,77,58
4,22,1,5,2,92,17,15,25,64,36
4,36,42,18,3,33,79,6,23,91,88
4,37,28,29,73,39,80,51,53,20,94
4,37,60,88,90,50,90,56,64,9,11
0,43,28,62,58,8,55,2,60,95,97
2,13,8,63,48,85,30,20,72,79,71
3,14,57,9,47,33,61,90,91,12,30
4,12,82,71,68,20,69,14,66,31,73
3,47,32,88,60,13,14,56,40,2,74
1,42,51,62,12,39,84,19,29,12,92
3,13,0,93,78,13,72,2,6,98,45
4,80,57,77,95,25,93,53,23,69,41
3,31,0,71,90,1,67,4,81,14,12
4,48,11,75,34,4,34,52,60,35,77
4,66,19,49,58,97,67,86,19,95,99
3,84,50,26,72,25,93,17,98,70,80
4,95,64,56,19,45,96,83,66,45,89
4,28,1,31,47,13,41,80,88,92,34
4,41,2,63,33,59,71,92,35,64,76
4,69,36,63,3,58,77,53,60,17,81
1,69,58,68,72,49,38,35,47,56,65
4,43,74,5,35,60,52,56,18,77,35
0,43,28,75,3,20,74,56,31,35,34
1,98,4,5,39,1,85,30,13,42,67
3,19,0,46,81,34,70,88,69,4,55
4,3,13,62,34,1,65,4,1,90,72
1,65,28,71,72,32,1,27,47,64,70
4,63,7,52,12,8,55,43,43,77,72
0,65,49,48,47,17,93,15,93,46,35
4,24,22,68,32,13,27,59,26,39,69
0,2,27,37,52,70,24,9,76,40,67
0,88,77,54,39,97,8,7,72,64,41
4,37,49,16,78,39,7,79,9,19,11
1,92,4,31,80,97,34,47,22,17,83
4,26,79,32,41,32,54,28,36,11,39
0,99,77,38,13,79,87,52,90,12,83
4,42,90,6,20,9,39,52,50,64,93
1,66,49,19,58,13,67,91,71,52,31
4,63,97,11,5,10,64,2,26,17,73
4,36,96,81,71,48,51,56,25,45,79
1,2,91,66,81,4,80,56,29,53,79
3,69,41,32,43,20,2,51,93,77,41
3,60,73,24,81,1,26,90,60,98,81
1,51,66,54,93,50,7,27,81,53,70
4,47,17,40,24,46,14,9,1,47,50
3,62,23,65,44,4,72,28,89,30,77
1,45,94,87,11,62,96,84,90,24,94
3,23,22,68,42,1,92,43,26,12,91
3,2,76,76,96,37,51,90,49,41,3
4,47,1,31,26,62,93,81,31,98,0
2,15,90,68,96,52,12,36,2,78,31
0,47,99,71,70,27,86,51,48,64,22
1,22,11,87,61,55,81,90,60,11,92
3,42,58,16,92,5,75,73,13,2,67
4,23,28,64,24,50,77,59,21,69,61
2,43,54,32,79,70,49,17,31,75,72
1,58,43,81,42,57,61,14,47,42,3
3,76,17,71,94,8,22,56,40,12,33
3,16,38,30,51,46,78,47,11,77,83
4,82,77,5,44,70,51,6,69,64,10
1,76,6,92,24,8,44,28,2,63,9
4,66,6,68,4,99,52,1,69,78,12
4,42,37,68,12,1,3,56,60,19,97
4,47,42,49,47,2,85,53,34,64,70
1,92,80,73,81,97,38,47,60,50,3
4,42,77,78,64,88,70,73,11,59,36
4,26,33,78,4,49,93,47,18,17,22
4,43,77,65,32,83,62,71,54,76,81
4,64,11,47,42,13,52,56,83,17,37
4,43,28,98,26,2,65,73,26,64,9
3,63,77,52,43,39,64,53,0,51,58
4,8,50,13,33,39,49,17,83,77,87
4,55,55,84,4,33,69,52,90,64,55
0,99,26,16,58,27,48,36,76,64,0
1,16,74,0,74,16,94,15,80,11,18
4,14,66,63,85,38,34,43,15,23,22
4,47,80,75,24,57,94,89,47,12,87
4,82,2,53,42,21,34,64,56,19,71
3,62,28,71,44,54,13,27,28,14,70
4,87,38,20,88,31,36,73,21,19,62
4,56,95,79,70,39,78,4,19,42,87
4,20,82,11,58,78,80,24,4,85,31
4,50,57,65,5,50,14,4,15,8,88
3,85,3,62,55,62,93,90,41,64,56
2,63,78,88,7,49,43,37,24,73,3
4,49,27,63,97,59,79,19,93,85,97
4,49,14,55,47,17,8,60,73,83,3
4,84,97,3,1,83,27,38,73,76,41
4,81,78,21,78,84,96,82,1,42,25
3,24,1,88,24,58,99,24,31,76,94
3,54,80,27,13,0,14,53,60,60,44
4,30,21,92,48,26,19,90,32,69,44
3,42,9,93,75,97,2,71,61,25,29
4,65,54,96,59,54,93,72,32,77,21
2,26,29,31,97,61,24,14,60,64,61
4,68,77,92,74,13,99,43,12,63,43
4,54,12,53,58,2,32,17,53,72,13
3,63,33,59,99,17,24,0,96,47,91
0,14,1,63,71,70,45,76,47,49,33
4,31,24,5,20,1,8,80,65,11,31
3,63,78,31,68,61,2,36,90,49,54
4,2,25,59,27,55,51,17,31,51,45
4,99,75,11,35,61,93,43,53,76,39
2,6,49,62,26,50,99,88,31,40,93
4,47,59,65,20,59,17,76,83,77,79
3,66,22,36,26,19,2,16,4,73,77
4,84,1,17,78,71,96,93,28,11,65
4,50,41,24,58,97,76,73,11,15,79
4,92,76,25,13,1,66,20,18,82,58
0,12,33,11,93,32,67,71,5,62,95
4,69,41,25,59,55,92,15,80,77,31
4,41,3,37,69,25,90,29,1,30,3
3,2,77,6,82,4,45,55,57,23,94
1,52,25,57,73,41,87,52,79,87,88
2,47,77,47,52,83,63,43,83,64,91
4,41,13,80,23,79,93,61,83,60,79
0,25,1,18,1,57,94,24,75,77,93
3,37,77,53,0,83,87,64,49,14,27
4,64,42,6,39,13,81,9,47,8,35
4,30,77,23,73,50,78,83,44,33,48
4,43,0,48,66,54,87,71,26,10,94
3,42,36,39,34,83,1,20,83,9,38
0,16,51,65,94,64,30,56,93,14,71
4,15,26,52,63,21,16,24,9,17,36
2,69,43,63,59,60,51,0,18,45,33
1,67,2,63,44,60,71,19,60,31,36
3,15,11,5,17,1,32,56,43,17,56
4,63,57,14,47,2,88,15,11,39,30
3,50,88,52,41,46,77,14,32,1,16
4,26,57,30,48,32,66,35,81,91,31
0,40,40,19,41,4,22,43,88,17,81
4,11,77,66,58,97,96,32,83,52,84
4,26,49,29,72,59,51,6,93,42,41
0,54,21,79,47,91,32,90,99,16,80
4,0,64,97,19,93,77,23,92,64,17
4,67,26,66,55,63,32,81,54,98,0
4,82,58,75,88,53,32,51,83,37,58
2,25,1,52,59,88,90,52,18,76,74
2,36,13,84,33,57,99,19,1,60,45
0,48,13,17,24,4,8,56,35,96,56
4,42,96,3,13,35,41,91,44,56,85
1,2,38,44,52,97,14,36,90,97,58
4,11,0,68,44,39,25,56,29,56,79
4,33,49,31,20,54,90,26,29,12,10
4,69,1,52,47,42,92,19,10,87,55
3,64,74,35,57,47,90,12,49,66,72
3,23,22,81,22,73,81,13,49,33,72
4,80,57,2,64,13,23,15,40,27,39
3,20,44,11,47,90,1,6,61,63,29
4,69,33,51,60,15,48,55,22,17,4
4,31,51,63,16,20,37,86,98,23,97
4,16,94,75,69,29,87,43,46,64,40
1,82,2,98,58,4,8,56,41,64,36
4,3,49,75,79,34,93,68,83,75,94
4,47,57,46,80,51,70,72,1,11,29
4,63,92,78,32,20,56,93,25,19,36
2,65,77,59,90,4,45,66,15,82,41
0,54,96,29,44,48,51,18,75,16,41
2,21,49,15,47,64,13,71,23,77,31
4,64,68,69,80,97,74,56,15,11,56
4,43,11,77,93,64,1,67,26,19,71
4,49,27,92,60,38,63,82,18,64,94
3,54,33,38,99,93,17,86,66,19,3
3,47,7,62,72,48,78,15,2,53,69
1,16,49,87,52,70,81,96,80,17,95
3,43,70,88,42,35,71,52,93,64,10
3,37,50,97,37,1,11,28,44,66,99
2,54,72,37,5,97,52,26,53,82,42
3,69,59,66,44,97,34,66,62,51,79
1,27,19,11,72,38,81,21,70,21,3
0,19,70,80,34,46,45,50,83,64,41
4,50,50,66,99,59,83,43,81,0,92
4,89,48,62,95,33,34,15,23,11,35
1,67,17,45,12,36,78,38,2,47,40
4,65,11,81,59,12,45,4,60,26,74
4,59,17,23,40,1,96,67,81,23,7
0,19,43,94,92,60,43,82,44,82,64
4,50,26,47,32,4,95,28,0,33,77
3,97,88,5,41,20,0,29,55,19,91
4,30,51,50,71,83,64,59,5,17,72
1,89,76,45,74,29,51,8,27,41,83
0,45,54,7,94,8,70,52,40,62,8
1,54,85,13,22,2,51,58,83,56,25
4,26,14,43,13,97,85,36,39,83,87
0,48,11,62,75,71,87,31,60,17,67
3,2,86,27,34,69,79,56,48,22,56
4,43,48,28,55,50,85,32,81,16,3
2,54,4,52,74,4,44,59,21,33,81
1,30,94,78,97,46,60,71,0,77,0
3,67,9,31,94,32,14,71,4,77,70
3,3,23,74,93,54,56,56,60,18,75
4,54,77,63,81,50,90,15,31,18,39
2,84,84,97,42,1,12,0,4,68,28
4,25,1,37,81,13,2,6,80,36,83
4,65,69,7,24,1,52,82,55,78,97
4,66,58,62,52,37,12,81,93,39,84
2,60,77,24,44,3,51,11,80,12,63
3,52,99,15,34,70,14,43,23,17,84
3,19,42,84,7,71,1,41,87,89,8
4,3,96,16,59,94,26,43,16,95,54
1,94,79,59,59,6,90,28,83,83,94
3,84,66,38,39,33,1,0,22,11,77
2,97,27,27,74,1,67,15,79,14,53
4,35,82,18,78,61,14,71,46,84,31
4,2,78,27,26,58,55,41,40,77,24
0,20,0,53,28,86,77,64,51,27,96
2,26,78,32,80,85,67,7,96,39,22
1,66,33,86,47,34,41,78,39,79,53
0,18,52,73,82,49,62,86,20,37,93
1,20,16,32,81,92,92,12,86,33,97
4,66,96,37,40,52,98,64,18,77,58
4,18,48,16,47,54,93,20,23,17,97
4,30,35,53,3,58,62,18,8,64,79
4,42,55,46,74,70,72,6,37,11,65
4,7,22,0,59,52,51,28,36,17,31
2,51,31,80,5,94,67,83,6,34,65
3,82,51,16,13,71,9,14,57,58,27
4,69,51,38,4,70,13,43,0,76,49
3,30,69,92,95,57,54,16,96,69,28
4,42,1,74,75,93,2,24,28,27,39
4,23,1,79,67,62,14,72,69,17,36
4,64,72,79,13,57,93,13,29,64,3
3,31,11,25,17,58,99,29,79,14,31
3,52,68,92,94,88,51,17,29,25,91
1,60,0,31,97,83,1,80,92,77,92
4,45,48,8,81,71,99,66,26,85,7
4,8,77,75,94,97,49,13,11,18,39
3,26,17,16,13,73,52,13,40,32,90
0,37,25,32,89,43,77,78,30,14,0
1,13,19,9,67,1,81,38,17,88,96
4,10,28,44,48,9,21,58,52,27,77
2,11,36,47,52,34,96,6,7,58,87
4,63,13,15,34,47,89,92,70,91,93
1,69,21,78,4,37,47,59,83,17,91
4,16,88,37,78,70,66,43,77,77,83
4,54,73,62,12,29,49,15,81,17,22
1,92,1,18,74,71,44,19,17,17,3
2,43,16,3,26,59,62,21,40,16,3
1,47,78,71,59,50,19,25,66,42,11
3,67,31,11,71,20,67,47,45,10,16
1,69,2,63,70,1,73,2,56,14,90
1,21,71,77,96,83,63,53,4,2,33
1,48,77,52,34,91,51,18,48,11,10
3,91,1,14,34,61,67,14,4,25,64
4,53,65,30,35,48,1,9,60,55,86
0,34,1,63,0,1,34,55,18,64,31
3,26,33,88,60,60,43,71,83,92,87
4,84,44,93,52,70,38,66,57,14,31
1,58,77,59,64,30,93,14,2,14,71
1,56,0,94,89,30,48,24,22,94,28
4,82,58,66,52,4,14,11,17,79,19
4,69,12,38,34,37,87,89,5,60,94
4,2,66,71,73,57,25,52,16,86,88
4,22,43,66,56,97,37,27,48,71,96
1,21,66,86,61,32,8,43,65,73,40
3,53,47,11,69,78,41,20,30,23,91
1,66,28,93,33,97,99,53,18,69,97
0,6,46,9,49,75,41,27,29,87,43
4,15,64,99,73,88,70,21,39,10,52
0,82,70,68,42,25,81,53,1,91,95
4,85,12,38,71,37,2,27,95,23,67
4,30,68,63,80,4,93,66,60,97,36
0,21,31,31,22,92,20,52,7,43,21
4,7,95,6,12,51,93,56,41,64,36
1,19,7,85,26,35,85,79,28,32,79
2,53,88,3,62,80,70,90,57,56,28
4,2,96,11,74,86,7,19,32,12,22
1,87,47,76,88,38,1,5,42,52,91
4,98,4,71,93,2,72,43,85,76,56
2,47,57,66,60,91,68,56,0,3,45
0,15,19,88,62,24,55,96,20,47,88
3,80,89,11,42,85,18,13,43,38,83
0,26,14,59,58,46,54,24,80,73,97
4,64,80,68,55,20,38,82,44,58,97
4,73,5,92,85,57,86,56,76,95,72
0,35,83,13,26,49,24,68,26,52,83
1,47,94,62,4,57,34,96,60,72,81
4,25,34,77,88,59,85,53,0,17,88
0,21,68,43,5,19,34,94,87,30,91
4,90,77,37,80,64,1,70,60,17,88
4,3,1,65,88,74,31,38,80,73,29
4,88,76,54,90,1,35,52,80,38,97
4,43,50,63,54,20,8,90,83,17,92
4,97,64,59,67,86,41,52,78,66,21
3,94,19,71,31,38,23,38,12,63,65
4,16,0,81,48,13,96,90,34,12,94
1,35,41,71,96,58,70,15,91,79,83
3,69,47,81,24,60,57,13,0,2,77
4,43,77,52,3,59,93,56,90,14,94
0,34,1,28,81,4,82,52,23,90,88
4,43,76,93,15,64,76,43,44,60,80
2,65,58,92,97,27,0,35,40,58,72
1,92,77,65,41,29,62,12,59,91,3
3,65,40,64,80,30,40,72,32,79,28
1,91,3,37,29,92,21,76,87,87,73
0,36,29,85,85,38,65,33,91,89,55
0,4,49,7,89,1,13,15,37,87,77
4,3,1,11,39,4,32,90,45,56,95
3,73,88,65,74,40,6,43,5,73,28
1,79,50,61,24,75,73,38,66,64,93
0,11,93,62,5,12,87,42,92,32,94
4,54,24,12,31,30,27,8,92,45,56
2,66,31,56,4,34,40,86,48,59,21
0,65,32,15,81,4,48,19,0,55,38
0,13,19,97,78,82,27,1,21,73,63
1,83,88,75,44,32,86,57,69,51,33
2,38,1,23,47,43,22,78,23,78,91
0,21,89,47,24,47,85,15,37,73,56
1,10,60,32,30,47,48,74,26,30,68
4,43,16,5,43,42,24,43,32,64,0
0,83,28,35,26,11,50,77,7,32,76
1,25,67,15,24,9,41,68,58,36,61
4,88,84,61,75,27,62,23,79,12,34
0,33,15,61,16,6,41,7,76,95,57
4,24,6,25,93,1,99,92,15,83,4
4,36,25,11,52,32,93,76,60,64,87
4,35,86,81,23,33,38,92,31,11,91
4,15,95,38,45,21,32,38,57,8,75
3,42,77,64,59,35,12,26,95,87,92
1,3,54,47,72,59,1,82,93,17,48
4,2,42,36,48,70,95,90,20,12,51
0,12,64,37,61,41,49,15,1,4,90
1,93,64,71,67,69,91,6,99,85,68
0,63,8,17,93,87,42,75,64,95,67
2,58,17,7,80,4,62,15,83,42,22
3,14,82,99,12,52,24,52,30,12,34
4,35,13,28,97,83,93,14,40,17,11
3,3,55,79,94,57,57,35,9,53,73
2,55,28,16,85,86,50,86,27,67,24
4,66,10,32,59,63,99,43,7,45,30
2,16,23,14,5,66,75,35,40,90,57
1,15,42,76,81,88,81,14,69,19,9
0,66,42,68,48,39,79,90,60,56,67
4,47,11,92,44,0,96,19,60,66,81
2,69,77,65,2,59,57,26,35,33,64
1,30,36,38,80,2,45,91,70,60,30
1,36,78,80,26,93,48,42,83,48,56
4,36,2,52,51,74,94,52,19,14,97
3,14,0,43,12,43,46,29,2,40,53
4,2,94,11,5,4,81,28,90,82,24
1,33,0,14,32,94,86,81,35,90,87
0,39,83,97,90,86,9,19,55,12,25
0,13,99,17,19,66,1,19,15,52,77
0,3,52,74,5,20,76,13,60,98,33
0,10,66,37,38,9,89,4,79,32,28
1,26,64,28,33,82,41,77,77,32,25
0,17,95,71,47,83,52,21,45,69,48
4,19,1,3,16,64,62,65,69,17,94
4,43,73,1,81,46,34,89,71,66,44
0,69,57,64,89,66,64,65,48,54,24
1,53,4,59,61,97,24,43,83,19,96
2,25,78,63,60,5,83,88,35,32,33
0,85,12,86,3,38,27,75,53,98,48
4,73,82,18,48,32,81,84,29,64,34
0,51,57,85,23,76,89,78,64,87,52
3,17,12,90,43,99,99,51,64,61,77
0,33,66,98,94,48,44,30,85,64,83
1,2,76,59,39,83,52,52,65,14,92
4,30,51,75,42,1,80,46,60,64,50
1,33,21,9,88,43,43,51,21,92,59
0,19,72,5,49,41,67,43,60,18,18
0,80,28,63,45,48,50,68,77,64,97
4,26,8,34,93,54,99,77,93,47,29
0,95,68,71,92,7,40,96,37,63,52
1,32,92,59,89,50,61,28,3,32,24
3,85,43,47,85,21,83,14,4,77,23
4,97,4,81,74,92,51,56,83,37,77
3,35,3,9,42,89,30,90,86,68,13
0,84,44,11,88,25,51,9,34,77,29
1,14,25,31,94,40,57,26,18,73,94
4,91,31,44,73,38,81,15,58,27,76
4,84,12,40,52,64,52,90,3,53,16
3,13,57,72,48,1,37,21,68,29,14
0,62,81,32,12,76,65,51,21,95,28
2,88,23,73,48,39,54,91,0,31,10
3,66,46,76,62,80,86,38,50,41,89
4,2,67,92,58,1,1,92,40,11,87
0,69,19,85,91,69,87,39,8,47,40
3,2,46,2,79,39,26,33,83,63,18
4,1,24,41,98,49,39,19,37,42,0
4,0,47,32,26,1,8,78,64,73,28
1,32,6,97,96,45,48,15,45,13,68
2,2,78,63,88,60,47,61,2,64,3
2,77,30,32,45,56,10,4,26,13,52
4,53,11,65,39,68,93,61,48,12,30
2,15,97,35,23,28,66,13,53,79,43
2,2,57,63,9,57,2,19,48,64,39
1,47,18,42,38,24,87,58,52,17,65
0,17,64,97,38,52,41,28,99,70,12
2,25,30,5,47,95,42,82,43,40,82
0,68,40,60,11,84,81,28,19,33,14
1,63,13,76,60,57,17,66,93,64,64
0,19,11,83,55,43,82,17,78,18,91
0,80,18,95,17,69,41,43,52,64,48
2,10,8,58,2,2,41,86,97,20,30
3,32,84,97,47,48,31,28,28,37,0
1,1,51,32,60,34,34,29,71,19,77
4,31,7,87,81,57,77,4,93,64,96
0,96,17,41,53,20,72,58,22,87,38
2,23,15,73,73,84,87,51,17,57,42
4,42,76,76,81,25,19,64,99,54,34
3,66,25,16,63,86,67,15,19,34,93
0,65,57,61,99,20,41,33,68,78,42
3,66,93,37,33,40,93,16,89,6,94
2,88,77,37,60,29,38,61,60,33,88
4,1,57,68,62,92,26,65,89,35,21
3,9,24,51,47,1,40,17,29,4,48
2,69,52,31,85,14,80,59,6,70,65
0,20,11,53,28,80,99,41,99,85,94
4,88,64,77,85,35,92,26,26,89,94
0,86,8,71,21,30,99,77,27,49,99
0,77,77,54,36,61,93,53,6,72,61
2,77,58,37,85,40,11,22,19,81,52
1,59,42,28,67,86,90,15,59,40,44
3,23,21,97,72,83,41,1,71,54,61
1,56,78,37,48,66,44,65,70,85,79
4,85,85,75,64,46,77,19,24,17,71
1,36,18,32,82,13,65,27,8,36,77
4,24,30,37,30,45,41,43,84,28,65
0,84,19,76,59,86,76,21,24,64,19
3,48,25,61,42,1,96,16,58,10,96
1,8,72,18,15,75,49,15,64,94,54
2,85,57,76,90,80,81,26,55,90,78
4,69,44,54,0,35,36,58,18,64,3
2,13,64,47,27,95,33,40,2,13,36
2,53,72,17,67,1,41,15,8,82,75
3,35,0,68,58,57,47,30,21,23,79
1,53,28,58,77,64,1,78,5,92,24
3,89,1,97,89,41,41,38,17,10,28
0,10,64,97,67,30,34,91,71,13,71
2,23,35,37,19,1,31,17,91,16,89
0,50,57,62,44,70,45,17,5,64,97
0,77,67,85,83,12,22,13,29,94,18
4,54,96,47,90,5,44,5,62,63,34
2,10,37,7,48,25,22,41,99,91,96
0,53,0,60,12,12,92,51,37,72,51
4,82,66,62,45,31,81,15,81,14,23
4,39,51,14,37,61,94,28,60,35,84
2,25,81,88,99,45,18,64,99,89,18
0,96,56,15,47,62,65,19,68,36,93
0,0,57,76,72,76,39,15,53,89,94
3,18,25,71,34,75,8,19,22,74,39
3,71,52,41,0,1,87,78,59,67,13
1,97,86,3,28,9,9,1,73,30,82
0,54,23,32,35,77,97,15,76,52,34
0,64,73,89,65,92,71,53,93,52,78
1,26,92,63,59,51,61,76,60,56,67
4,33,19,43,60,75,82,91,2,15,60
3,53,42,97,5,30,8,19,80,7,43
0,12,64,61,67,49,18,52,30,32,18
3,36,76,11,3,62,40,65,25,69,43
0,68,90,89,86,71,96,41,53,95,81
4,65,51,98,65,97,7,9,80,91,8
0,69,30,9,2,91,43,28,99,13,12
0,52,55,37,67,30,87,78,66,35,40
2,44,31,39,95,78,22,64,27,38,54
1,59,19,48,42,39,77,5,97,85,40
0,69,17,24,67,38,13,78,29,5,99
3,43,89,58,3,4,49,7,23,72,68
0,64,77,28,23,84,10,19,89,41,84
0,85,17,98,48,47,40,52,17,79,36
2,35,64,30,47,2,44,26,91,17,22
1,90,1,52,78,61,99,52,86,78,29
1,18,79,6,22,20,49,22,2,23,73
2,21,17,71,48,48,66,26,19,43,97
0,52,87,68,38,41,10,1,64,30,8
4,19,29,97,67,83,49,68,60,3,30
1,84,3,64,85,63,48,86,20,99,65
0,77,25,64,54,9,71,78,55,53,65
2,1,58,2,54,75,9,65,37,53,27
4,32,28,27,94,75,8,86,53,79,77
0,19,77,52,36,95,87,23,44,79,44
0,96,8,35,91,76,19,78,50,11,61
2,31,65,80,15,10,64,72,65,16,87
0,88,58,31,48,15,36,41,42,69,40
0,2,58,16,62,8,41,51,19,95,18
2,0,68,7,4,79,37,41,15,87,35
0,19,6,50,69,9,82,3,53,64,24
4,1,94,24,17,46,87,56,51,80,92
4,39,7,47,37,59,8,71,23,91,45
4,61,28,37,23,1,23,78,87,12,96
4,12,10,28,49,39,4,19,17,88,89
0,30,72,76,88,93,9,51,75,95,6
0,21,5,87,32,66,8,33,53,64,29
1,77,30,63,90,30,87,38,99,0,61
4,5,50,55,30,40,71,78,64,79,28
1,46,84,11,56,24,80,12,54,10,84
1,93,8,71,23,62,58,65,53,16,76
4,6,25,17,64,84,82,53,92,91,42
0,19,90,9,94,49,10,38,19,36,15
2,65,8,28,62,80,42,95,21,43,95
0,36,50,80,63,39,53,19,29,73,96
3,12,77,3,10,9,21,12,44,47,29
1,23,35,65,52,57,70,64,78,43,76
1,93,0,81,95,92,8,40,20,36,68
4,20,40,23,12,1,9,40,91,85,68
0,83,65,47,94,12,46,51,40,41,82
3,62,44,68,4,91,60,97,63,63,14
4,49,90,35,26,29,63,51,72,85,8
0,36,30,74,90,92,65,95,29,27,96
3,53,33,60,11,52,18,73,65,38,65
2,82,3,44,66,37,41,96,21,85,29
0,2,52,5,54,69,86,49,40,64,87
4,89,17,9,60,64,41,95,6,34,52
2,46,27,47,14,38,1,82,99,89,27
4,36,70,94,61,15,65,98,47,7,24
2,53,35,86,38,54,19,73,21,70,17
1,59,21,88,65,77,83,33,76,8,34
2,8,46,17,31,75,67,33,99,64,28
4,13,37,9,10,75,50,19,29,41,13
1,29,36,83,23,35,94,17,53,30,76
1,36,25,0,31,75,71,3,72,49,5
2,1,90,67,79,86,38,32,60,85,56
0,33,0,64,45,11,41,73,7,6,33
3,59,48,47,22,18,43,53,28,53,59
0,99,31,83,13,91,82,33,19,62,36
0,17,0,32,46,84,81,15,53,78,59
0,88,1,76,23,92,72,52,50,57,62
1,80,28,21,67,38,76,5,87,64,96
0,24,97,63,37,94,87,4,26,79,77
1,69,28,86,53,84,41,50,94,57,24
0,21,29,97,48,47,1,49,54,45,24
0,32,73,15,47,47,87,78,29,78,5
0,92,78,7,38,12,37,5,58,42,17
2,89,83,23,67,1,81,15,64,5,19
0,93,57,32,46,13,42,12,3,10,54
1,58,3,37,10,43,8,64,64,89,69
3,59,6,64,26,81,56,87,45,59,34
0,80,20,12,61,78,35,75,17,79,81
1,31,30,77,58,39,38,86,90,10,25
0,8,53,32,26,26,19,65,48,66,40
1,10,0,35,80,93,22,74,29,5,48
1,37,0,88,97,58,19,33,63,58,65
0,95,2,77,47,4,70,94,31,13,65
1,97,73,32,57,9,86,86,87,44,88
0,32,40,80,54,93,92,38,99,80,33
4,92,76,33,10,91,8,86,33,14,34
0,82,77,98,55,14,49,78,5,79,65
4,42,23,60,47,1,55,57,53,14,36
4,26,82,32,33,8,80,26,71,32,96
3,65,86,4,34,57,34,22,47,23,93
0,91,53,76,75,29,92,87,63,58,24
0,23,88,48,73,4,37,28,22,32,94
3,8,35,78,67,35,82,22,29,38,18
0,12,0,24,73,15,83,56,6,30,76
4,94,4,68,45,2,71,4,31,51,21
1,6,29,53,90,39,86,27,32,58,24
1,82,83,37,28,55,21,19,20,41,97
3,26,15,64,73,6,16,15,63,13,84
4,68,33,85,26,15,39,89,37,36,81
0,68,18,27,49,86,18,9,46,90,96
0,59,52,68,67,2,21,52,79,92,42
4,19,64,59,32,0,49,16,47,21,68
1,56,0,97,80,38,87,43,64,90,55
1,66,50,71,23,15,99,11,52,36,95
3,59,90,33,91,12,49,15,22,13,72
0,88,72,6,95,17,51,12,43,64,93
3,55,0,75,74,1,8,49,29,41,21
4,88,97,64,49,80,19,60,22,43,40
3,80,3,32,90,0,29,43,92,10,34
0,29,58,17,28,80,49,41,98,59,96
4,1,88,64,48,38,29,86,48,49,44
0,21,28,79,73,14,96,19,26,43,77
4,91,85,17,79,17,51,4,5,29,74
4,13,28,90,19,1,40,27,20,55,89
3,68,58,37,38,40,96,56,31,10,97
0,12,25,83,42,22,68,28,48,58,54
4,88,83,57,23,15,63,78,92,40,76
0,59,80,5,23,67,40,17,65,92,94
0,77,64,88,28,9,50,83,7,91,56
2,66,96,32,55,39,62,19,32,58,62
1,85,56,32,32,20,90,50,42,18,74
0,82,50,5,79,39,90,77,64,41,44
0,40,25,7,73,64,49,22,78,72,8
0,92,28,7,58,47,92,4,7,59,44
0,6,11,44,31,91,8,65,66,27,52
0,53,81,46,61,64,65,65,71,43,61
3,40,61,76,88,28,56,27,23,10,28
2,9,64,35,90,92,83,12,92,41,44
2,30,3,85,14,60,53,33,71,95,68
4,99,64,9,73,85,7,87,27,89,55
0,2,21,43,74,38,37,15,27,43,48
4,19,28,61,65,69,49,77,44,99,70
3,13,61,71,48,83,49,78,42,90,34
4,2,50,71,4,85,88,73,53,95,24
0,97,31,15,78,86,22,27,63,95,48
3,75,19,32,15,68,21,38,65,36,41
0,21,99,57,79,86,19,51,29,15,94
3,99,65,86,58,9,18,67,7,92,18
4,88,38,76,83,56,49,28,91,27,74
0,68,46,77,26,88,27,64,78,13,40
1,13,21,76,99,20,50,87,66,96,84
3,88,47,5,4,67,60,6,8,16,94
3,89,8,64,74,2,33,44,20,78,51
2,88,57,79,67,20,72,94,53,70,55
3,32,53,24,90,4,90,78,19,36,40
