x1,x2,x3,x4,x5,x6,x7,x8,label
6.188399,6.902936,7.722069,-2.978383,-6.995227,-3.969624,-1.848906,2.006736,0
-8.719892,2.509223,3.221522,-3.121445,-7.690942,6.509916,7.807942,-8.328464,1
8.924479,4.295695,6.184595,7.706816,-0.757088,-0.047866,-1.602980,-2.055456,2
-3.537980,-5.446857,-3.426243,3.186183,-6.938602,7.624293,5.671443,6.463571,2
-4.471096,-9.597353,-6.199164,-6.806241,-1.869697,-0.207062,-1.760231,-7.461166,0
-5.044022,-3.769735,-0.525740,8.155438,-7.050949,4.126394,-3.201486,4.619343,2
4.692610,-4.891267,-9.960415,8.184587,6.101631,7.716357,-7.531862,-6.925383,1
0.914628,-0.793456,-4.618481,-0.469457,-6.448252,-1.482777,8.258169,-2.552750,0
5.922359,-6.659595,3.978571,-0.625549,-5.732278,2.306845,-6.845841,-10.159764,1
-3.046501,-0.019674,-0.130673,7.309502,0.229525,-5.097997,9.496839,-1.952366,1
7.294339,8.491846,5.026626,-6.322802,1.510985,7.176778,-6.594245,2.924985,2
-2.831703,9.480002,4.522202,1.779335,2.168413,-5.045090,2.398020,-1.865309,0
-8.845728,-6.775193,-7.447909,6.343982,2.450126,-5.896119,8.748142,-9.170551,2
-0.287525,5.703477,-4.082609,3.263459,3.452447,-8.647194,9.491277,-8.157650,1
-7.106208,1.706681,8.545012,-0.682157,1.322707,-4.487626,6.195747,-3.889257,0
-3.303037,-6.740567,4.815371,8.834537,-7.040243,7.821196,0.084376,-1.969440,0
-7.086339,-3.300675,8.233790,10.154244,-7.327703,-4.593461,3.936716,-8.433200,0
-4.469213,-3.297919,8.559268,0.659929,-3.667229,-5.997285,-7.790245,4.209299,2
-6.881687,0.898880,1.409297,0.493076,8.616071,-7.143010,9.650357,7.155943,0
-6.694488,1.278399,2.193195,-0.579456,0.971311,2.023801,-3.672429,9.229496,2
1.656281,-1.229094,-5.084505,1.720363,-8.063824,0.881811,4.312138,-8.839751,2
0.777233,1.884099,2.370074,9.382504,-5.297270,-3.631416,-6.023259,4.904682,0
-6.882323,1.443063,1.733606,2.181359,-4.799649,6.094321,2.845026,-3.963663,1
-0.709362,-2.609685,5.953273,-9.578088,-8.930547,7.921478,-4.836346,6.870595,2
-9.394189,4.343199,-7.189776,-3.850043,4.907257,-5.227695,-0.399941,7.991967,0
-5.762066,-10.152360,-3.139210,-3.755485,-6.691341,-8.685704,-8.291972,1.108046,1
-5.793843,1.736483,8.850192,-5.551228,-2.778298,-6.646107,0.553220,-5.053499,2
0.407529,-2.030788,-2.395397,-1.391147,-8.404690,-9.647498,8.910621,8.380517,0
3.320792,8.115205,3.224787,-5.416589,3.045122,-4.981530,-7.228424,-0.965441,1
6.404024,-1.777078,1.061993,4.680422,-1.812228,-2.251111,5.444202,6.167128,2
4.322876,6.641398,8.633356,1.918571,-1.280105,-2.635540,-8.432060,5.561077,0
1.121687,3.981284,2.698187,2.485666,-0.635967,6.998564,6.023055,-5.306438,0
-0.701315,-4.439174,7.424137,5.619633,2.423923,-9.524691,-3.094618,5.540059,0
-0.305698,-2.225318,5.532924,5.004830,-5.927772,-10.233534,2.728756,3.091970,0
-1.362352,-8.395718,0.864495,5.842789,0.743483,-5.462962,-9.160066,-6.342880,0
-8.990696,-0.893119,-7.105156,8.762682,4.438342,2.116303,2.365503,-6.438491,0
5.875787,7.368456,3.485442,-3.021321,2.174715,-3.118527,-6.580697,-2.934882,2
-7.753109,4.674229,7.169346,-3.196752,1.757774,7.694378,4.963137,1.236188,2
-7.490289,-4.404907,9.464415,8.010283,-3.675132,-0.415808,5.120577,5.391622,2
-8.007416,7.624152,2.043567,3.798201,0.001921,-6.915294,-0.356734,-8.718684,0
3.234686,0.789531,4.302245,5.314338,-8.045783,-3.255197,4.061340,-7.905921,2
-5.335512,4.033659,7.808674,6.461061,-9.108239,4.792632,2.328677,9.725648,1
0.409362,8.349422,-7.263157,9.268669,-3.433136,0.305947,-9.727797,-4.433884,1
1.573791,9.180490,3.170706,6.723317,-7.249655,0.282894,-6.290801,-9.304927,0
-2.124378,-5.261165,-5.029432,6.561654,0.727443,-1.445124,5.355640,-0.972632,0
-4.056192,-7.736303,-1.293790,8.156394,4.073604,1.111509,4.405919,-5.573435,2
-3.157339,4.372191,4.155802,6.423412,-4.503179,-7.841210,3.619510,-3.552314,1
-1.335725,5.899768,3.642253,-6.481570,7.545441,-5.170638,-9.769183,-6.652509,2
5.584080,2.362607,-8.674943,-1.883596,-7.730802,0.702239,8.558258,-10.050985,0
-8.044414,7.638439,-1.052598,10.038682,1.258204,-1.529802,9.025992,-3.545850,1
-5.467920,-1.863034,-3.405370,-8.566342,0.196582,7.734702,0.855578,-5.209974,2
-5.686599,-4.753117,-1.543763,4.356824,-5.709423,6.150696,6.921193,3.399435,1
9.998910,-3.779569,-5.676255,9.765008,-8.322419,-0.103196,5.541332,7.579340,0
0.148033,2.844248,-3.236238,7.844450,-5.459109,-6.689921,0.929978,-4.907775,2
-6.249811,-4.220952,3.863184,3.178203,-5.512731,5.180140,6.054362,-4.652318,1
4.140906,10.203017,-5.573015,-4.119832,6.741455,-2.154906,-5.118585,3.824995,2
-0.287806,0.402493,-1.411698,5.721192,4.076135,3.098941,-1.020680,4.783376,1
6.919015,-8.818787,-5.115819,-4.438075,-4.249262,3.900177,7.042370,-5.777952,2
-10.193335,3.108246,7.736914,-0.132383,-7.552499,6.749483,0.990725,-3.007359,2
-8.050738,0.349708,-5.738827,9.944671,4.403054,1.493438,-4.615626,8.685637,0
-5.579389,-2.813244,2.966880,2.129105,7.750091,0.678437,6.290917,1.426516,0
-1.793851,4.703788,-3.714892,6.325554,-8.823593,-2.191919,3.012854,6.118516,0
-7.799757,-4.330730,-7.577757,-3.635223,8.022832,0.834171,6.177676,6.506788,2
-0.900303,2.425662,-6.202283,3.808558,-2.756561,3.781673,1.340643,-9.438132,2
-1.600647,2.357870,-0.669561,6.494499,-7.502259,8.865979,-0.072207,0.428559,2
-5.790317,-9.713380,3.736838,-2.652835,9.024212,9.052595,-2.597667,-8.003474,2
-9.009231,-5.925357,-3.672018,-4.491802,4.097316,2.460775,3.488394,-2.672251,1
2.739829,-1.381713,-7.067863,7.005419,3.345232,7.461772,7.252926,-3.685429,2
8.849261,-5.697435,2.053358,-0.557957,-1.810967,-9.203674,9.413422,-9.599395,0
-9.608110,-0.398076,-1.001602,-3.900205,3.572034,-8.695243,-4.665913,3.424667,0
8.764893,-6.057806,-8.312366,-6.569912,2.568215,2.739895,3.703502,9.669208,2
5.010120,3.751057,9.332211,-5.226254,-5.173195,-3.573754,-4.142090,-9.184495,2
-7.028110,-7.061205,-7.651838,-4.428375,-2.848568,-1.497698,-1.910136,7.653678,1
-4.075834,-3.862096,7.025556,-6.794419,-4.414100,2.132528,2.346576,0.558837,1
0.951462,-0.769590,-1.929439,6.446457,-7.123675,6.454483,6.558306,-2.104485,1
5.499510,-0.263071,3.364889,7.647815,-7.833187,0.226466,-2.234126,-4.055496,0
1.231048,-8.283625,8.478476,-7.491879,4.464650,2.277142,7.367663,-6.749129,1
2.121321,8.171691,-2.744534,-1.012841,-6.269753,7.219523,-7.516118,7.549289,1
-1.848175,3.651129,-8.686757,-6.647218,-4.851844,3.702742,9.107556,1.223218,0
3.764382,3.318807,-6.948775,0.743376,2.797937,-4.009876,-0.538386,-2.507502,0
-9.077600,1.985349,-1.863149,-4.200369,9.225075,-6.036099,-9.418509,0.727334,0
-4.925492,-6.329974,-4.634622,-6.846341,9.272345,2.257232,7.730394,1.685989,1
-3.935307,-0.021331,-5.800691,-3.565251,-7.328565,-5.318832,-0.197929,-2.143877,1
-2.692156,-6.634475,9.276222,-1.694160,-6.567568,-8.662984,8.436531,4.668426,2
-2.957059,5.383416,5.414700,-4.799432,6.582534,-9.408462,-5.485338,-0.386887,1
-5.774629,9.484420,-4.364758,8.438817,-6.504312,-7.897691,-9.647366,2.055686,0
-5.763535,2.317121,-1.163566,-2.312605,1.892668,-7.773340,2.327528,4.036497,2
7.167525,2.705848,6.438496,1.009836,-8.851511,-6.732531,-4.092299,-9.178432,0
-4.839042,-1.049639,-5.999286,7.245015,7.287929,4.435242,4.991754,4.512688,1
7.356419,0.890555,7.562438,-8.018718,-3.118764,-1.962402,-3.175132,-6.078562,2
-7.744132,2.988426,-0.303399,5.251192,1.869811,-6.361019,8.099912,8.053755,0
-4.570816,-1.532144,1.966826,8.165411,-5.260030,-10.079901,-3.115384,2.882233,2
-7.089055,9.447404,7.559702,-2.671093,-4.385790,-7.434225,0.095253,-9.218198,2
-0.062822,2.836934,8.444473,2.606957,-4.502762,-9.380023,-1.444696,9.163264,0
-0.083518,-3.572827,5.466092,-2.503764,3.626760,-0.532290,9.290859,4.095689,1
-5.931735,-5.096862,6.977483,5.923062,-1.237217,-7.020557,-9.818867,-7.860772,0
9.449910,-6.816813,9.037898,-0.124018,-2.961447,-5.189122,6.103472,4.887822,0
2.821294,7.068796,-3.922422,-6.720530,7.743472,1.035321,-9.473727,6.337129,0
-5.100857,-5.540586,5.266105,9.719489,5.056758,9.163399,-9.818819,-2.870217,1
5.115375,4.239619,-1.123470,1.951285,-2.507853,2.581154,-6.898643,0.202317,2
1.347089,-7.903051,1.335096,0.742891,-3.167077,6.952032,5.913948,3.255965,2
5.952722,9.291621,1.944029,3.270588,-6.176297,7.612324,3.111977,-2.290412,0
-9.571994,-5.573625,-9.438494,9.088745,-1.106426,2.956899,-1.517885,1.436844,1
0.622199,7.167604,-8.876676,0.625721,6.684978,-3.337377,8.583130,3.738987,2
7.302174,1.238992,5.103777,-4.929964,2.497179,-6.153817,2.200058,8.624674,0
4.546604,1.590849,4.458541,-7.157349,-4.295416,5.520238,9.412034,-4.908657,1
-9.835792,3.930417,-3.725305,7.523013,-0.328386,9.301105,2.425866,-8.681335,0
6.282739,-6.469838,1.561592,8.258933,7.634926,-4.052225,0.430356,-5.818795,2
-4.649761,2.486201,3.309761,-9.260405,5.965720,-8.343256,-3.479988,-3.154883,0
4.736062,-7.296717,6.772164,-9.563982,-1.861785,5.749324,-9.498625,-3.870858,2
-0.661895,7.225602,8.417184,9.086054,8.003384,-0.386286,5.149039,-8.685460,2
8.943835,6.600270,1.352198,6.100729,-8.969049,9.109255,-0.504783,7.548340,1
0.512394,3.807459,-7.427727,0.925270,-8.440815,0.510501,5.704524,-2.095389,2
-4.807565,6.808717,-6.430531,-4.618958,-3.998792,1.791465,6.999527,-5.861157,1
-10.267448,-0.682686,-9.304805,9.838672,-5.702013,-7.064761,8.379400,-8.824788,2
-4.831365,-1.367460,-7.854381,4.984640,5.820533,-2.671882,4.435886,-1.047649,1
-8.133924,-4.600030,9.157296,9.024446,5.607441,-3.963500,1.650331,9.155330,1
3.216467,-0.596925,-8.227582,-6.083693,3.097837,4.093015,5.025990,-6.528493,1
0.525800,-1.520262,5.162278,-8.146460,-9.623937,6.495568,1.300807,7.764212,2
-7.404122,8.242774,-1.478362,-8.834124,-5.506121,0.784096,3.124078,7.086750,1
-0.366970,-5.568926,-3.518851,-1.697481,6.298057,-6.569596,-3.018822,0.467623,1
6.688220,0.179496,-1.394588,-1.488920,5.172776,0.450980,-0.405457,-4.333447,2
5.532980,4.475443,6.099261,3.059378,4.137543,6.086604,7.957970,-2.723702,2
-6.839851,-0.576984,8.475448,-1.341523,-7.029944,7.870775,7.260247,-7.325719,1
4.455967,0.171196,-3.068822,-6.001720,-3.471693,-0.242241,0.823698,3.282087,1
-2.911336,-4.421381,9.102222,9.653339,6.522969,-8.428792,8.321231,-5.244565,0
0.147918,2.330353,3.033894,-9.329924,-1.628374,-2.346050,3.184961,-5.991805,0
-8.095780,6.520455,9.952516,5.854948,1.246441,2.365504,4.197074,-7.802016,2
0.630824,1.938654,5.648590,4.040270,5.524821,-8.622530,-6.470804,-8.033867,1
-4.651503,0.849368,2.268989,-0.637068,0.815889,-1.787600,8.254169,1.496996,1
-5.461938,-8.661958,9.980124,5.498355,8.985966,0.147395,-4.283836,3.982738,1
0.612032,-5.573174,-10.210605,-5.369953,7.132890,-3.993555,-9.447372,-9.037497,2
6.387847,-2.894173,-8.429747,9.607740,1.543062,1.443108,-8.739299,6.058877,0
0.374381,-8.489413,2.693750,-8.516308,-7.902538,-5.211261,-3.517125,-1.673515,2
3.012399,-6.590859,0.722647,-5.239636,6.350647,2.876666,-4.097826,1.589521,1
-8.215606,-6.730659,8.002859,5.591556,-4.138143,-7.751435,-5.532028,-3.104040,0
-1.968099,-6.685386,1.375482,1.546496,-3.728862,1.599118,-8.880780,9.930163,2
3.348951,-0.080408,1.832603,8.851831,-6.657999,-3.550181,9.031841,4.398074,2
0.243784,-1.724707,0.352188,0.802505,9.180501,-4.253472,-9.863968,-4.120207,2
-5.347100,5.381367,-8.184873,-3.649150,-6.113802,-3.923847,-9.173985,-1.122980,1
1.145246,-9.051189,-7.833033,0.768167,4.792571,1.839072,-2.969386,4.345462,2
-8.682929,-6.455410,4.870297,-8.609685,0.817945,0.691344,8.400215,-1.621025,2
-5.086296,9.301987,-7.049726,-6.541960,0.902319,-6.495005,5.646941,6.590427,2
1.736237,7.727386,8.096959,3.263122,6.905931,-4.830357,0.382132,-2.516229,1
6.075098,-0.842839,-9.272476,8.363271,-6.045805,6.418391,-8.034392,-1.789466,2
-5.654972,6.091489,-1.145406,3.400683,7.531535,-6.897708,0.347036,8.172511,2
-0.724340,4.297338,9.356294,-6.403733,2.160396,-2.001039,-9.360328,1.042793,2
-8.884063,6.636079,8.085815,5.736452,-2.502903,4.467081,-7.325362,-9.818632,0
-2.175002,-2.678886,-6.624830,0.130254,5.665650,0.771852,-5.470865,-3.825731,0
4.143538,1.166003,-8.914087,-6.123159,2.737870,-7.896407,2.030211,5.876128,0
0.767486,3.527106,9.639993,5.934184,2.219154,5.422543,6.181205,3.606065,1
-8.719774,-1.403019,-7.781115,7.978344,2.905245,-0.512879,10.291313,4.792623,2
8.490622,9.561045,9.662466,5.620966,-0.411735,0.573800,-1.641712,-9.007367,2
9.139373,9.744899,3.344595,-6.144959,-0.808504,-9.345166,5.649003,-6.127244,1
5.475576,0.879744,-4.425577,6.052332,6.017010,-0.687120,-5.553367,0.946503,1
3.649014,-6.575826,-1.884294,8.155158,-8.195032,6.067058,1.265577,-5.699091,2
3.412730,2.896440,-3.952379,0.524683,-6.002553,-4.691246,-7.371706,1.147787,0
-5.946083,6.922208,-4.063895,-0.334557,5.879938,-5.512936,-8.038720,1.980545,0
-9.477601,0.230416,1.392481,-7.239876,-0.636522,2.768974,2.210247,2.666892,0
10.070407,9.869782,-2.329773,9.712691,7.475787,-1.101358,1.989062,4.820868,2
-3.433109,1.292468,-7.985263,-1.730937,7.291864,8.960017,1.528457,3.221758,2
-6.112928,5.242040,-9.112094,2.357332,-7.795124,-5.741548,-5.710919,0.961518,0
4.464089,0.404777,7.658080,9.559353,0.003204,-6.486641,0.342346,3.131595,0
-3.842728,5.466297,-5.041617,-6.575850,-7.433296,-7.480372,0.658951,-8.276567,0
-3.610808,2.008141,4.356785,-8.448181,8.299621,6.284555,-3.444162,-8.039082,1
8.202131,-4.114229,6.556769,-6.425013,-3.505849,-7.728822,6.860604,-3.646991,2
0.993822,5.240065,-6.932648,-3.979610,3.510307,2.254220,-2.094384,1.042366,0
-5.858096,-0.200445,0.723962,2.890099,4.589171,-4.996660,-8.612072,5.183757,2
-9.571103,1.696954,6.487062,9.580732,8.781322,2.323627,8.768603,-5.847856,2
6.210477,-3.891944,-9.233307,5.427205,6.000773,3.826564,8.112134,-9.317100,2
4.094460,-9.656524,-1.051720,-4.831064,4.653860,-4.158462,2.804385,7.965385,2
9.918589,-1.339434,-3.955726,3.255103,9.042854,6.301161,-3.788984,-9.412736,1
-2.317082,4.219476,-6.488219,2.457984,5.623290,9.599975,7.427972,-7.962811,2
4.454647,-8.494573,-2.004984,4.757852,9.402090,8.171905,0.129013,9.234547,2
-4.978396,-7.932197,-8.341784,5.782868,5.067320,-5.739341,-8.259039,-10.052062,0
-6.922504,7.905782,-4.073812,-4.057080,7.272406,1.478122,6.057413,-7.062363,1
-7.426556,-1.388655,-10.009930,2.704740,6.602646,0.468996,-0.049775,-2.405619,0
6.388185,-5.149662,7.586386,-5.396631,0.800528,9.582060,-7.787009,-1.791055,1
-8.717514,-3.753169,-0.640234,4.819761,4.316236,-4.461007,-9.929949,-9.133375,2
0.051577,-8.232656,6.488889,-3.357157,-3.347463,-9.144911,1.904203,3.811900,2
-8.231962,-3.926415,7.534961,-9.079298,5.196028,5.645530,-3.960945,-5.700069,2
-3.831362,9.747129,-2.994110,-8.624431,-4.797759,8.858658,6.214911,2.870007,0
0.383275,-2.518951,-8.779712,-8.441824,-6.405879,-10.061496,9.202149,-6.616018,2
-2.366017,4.460767,0.700512,5.338123,6.952264,4.729742,0.721342,3.538560,2
-2.160866,7.804391,-3.997263,-2.841310,-1.038020,9.497297,9.357735,-8.260640,2
7.428066,-9.432886,-1.989859,9.101270,2.724589,-8.748259,-5.992845,-2.595291,1
0.203363,7.863154,-3.175546,-6.829382,3.147467,8.867921,5.165368,6.363072,1
-9.632743,-4.738912,-2.906104,-1.075946,-6.382091,0.357317,-7.664995,-6.872150,0
4.176995,3.077610,-4.694238,0.599166,-2.280381,-6.270098,5.973407,-9.625763,2
7.264420,-4.169825,-3.898458,0.847711,-8.962236,5.279678,4.078908,1.273183,1
5.332721,-5.555079,-1.361480,-0.942868,4.386742,6.219376,4.704918,-4.474509,1
0.957641,5.564665,10.030238,-0.516683,-5.008253,-8.785319,-8.175327,-6.738526,2
6.904885,5.837412,8.370256,6.763348,9.563343,2.340476,-8.776568,-7.298712,0
-1.339748,-3.883114,2.832471,9.616653,6.248666,-8.852083,-0.991575,-8.093725,1
4.976522,9.500104,6.265385,5.252462,9.939370,1.834896,7.141739,1.963734,1
-7.777533,-7.457666,-1.082492,-7.837152,2.435695,3.458455,-5.672901,0.855802,1
1.064462,-6.942147,0.850449,-5.756869,1.816093,0.246373,-2.126555,-6.658703,1
8.890725,-0.113970,-8.765864,-6.142862,-0.312158,-6.875892,7.522717,10.028146,1
-3.502011,-9.239575,5.521236,-2.738859,0.710125,6.510487,0.603376,5.799217,0
0.739146,-7.379338,7.728129,-10.261365,-2.186476,-5.810405,-9.710321,-0.121395,0
-3.010477,3.200038,6.482888,-2.770631,-7.802969,6.666518,-4.926254,-7.910100,0
4.481283,7.736636,7.355991,10.212595,4.585350,5.013853,8.094129,-7.061778,0
4.975546,6.833500,-3.219175,-5.469804,-2.803147,-5.150815,8.572603,8.856131,1
-0.344487,-1.733177,6.350361,6.645250,-5.912063,6.903794,6.003284,-0.100364,0
-3.530940,1.323722,4.275274,2.238306,-8.760261,-7.493044,-6.107862,2.987649,1
0.885355,-1.432717,-0.028054,2.708417,1.663163,-4.761789,1.360868,-2.203627,1
-5.952484,-6.887092,7.948050,-4.641745,-3.593690,0.205150,6.959420,-6.089637,2
-8.387291,2.126723,-5.084001,-8.046684,-1.139153,-1.462813,-2.073764,-1.413609,1
-6.776922,-2.965310,-8.203407,-8.047045,-9.133765,1.175571,-3.674284,8.276840,1
4.886357,-1.833095,8.423379,-6.811657,-0.454789,1.161233,-1.359418,-1.841116,1
-8.715909,5.166112,-0.279318,-5.283996,0.351324,-1.347257,-0.180386,0.459967,0
5.632845,8.542495,6.461965,1.559356,-9.850159,-4.307919,-9.207436,5.638063,0
-0.213930,3.338942,-9.443650,-1.549707,-1.215479,-9.448431,2.375559,8.847787,0
2.603043,-5.285072,-2.558592,-5.509016,8.892821,0.125383,-0.097830,2.104060,1
3.562392,4.579072,0.882328,-5.968482,-4.586844,4.452097,-5.106246,-3.115504,2
6.056032,9.306437,-2.146197,1.866173,2.652043,-1.418062,0.776979,5.644301,0
-0.969872,-4.241274,7.519956,-0.721656,-9.417200,1.061030,1.619893,6.822775,1
-0.708554,-3.711058,6.466554,6.922185,-4.943943,0.446233,5.820290,-0.181188,2
4.027461,3.879922,6.478393,-7.147775,3.835036,5.090226,-6.152431,-9.352431,2
-4.521310,-4.087134,-7.103283,7.038323,0.018234,-0.218816,8.772486,-6.733827,0
5.382189,-6.922081,8.314028,-3.986327,4.387933,4.522641,4.967913,2.479307,2
3.882925,4.822795,5.039899,7.678521,9.767721,-7.720248,9.234688,-4.179643,2
8.567989,8.833581,3.584053,-3.722778,3.577386,10.002416,1.814413,-1.512075,1
-7.461022,-9.485636,2.979949,5.340614,-8.891670,-3.263726,-0.111774,0.581221,1
8.872353,-0.347536,-6.840860,-3.112084,9.105014,5.734106,-1.400227,-1.842003,1
5.129384,-1.840156,-5.968315,1.674511,8.759017,-2.675623,-7.965402,-6.863817,2
-4.253839,5.395710,-5.589727,-7.374028,-10.010373,8.251265,-8.392382,-1.241741,2
0.586572,2.242758,1.803752,1.992645,8.156105,-2.843465,-4.075283,-5.374896,2
-3.905635,1.514738,-9.725599,8.468608,-5.950837,-8.924927,-4.866056,5.341162,1
3.549644,-1.342107,-8.264368,-0.180588,5.629496,6.919124,-6.584959,-3.345522,2
2.663826,-9.742660,-5.701370,-4.637839,-9.626779,2.800965,4.701890,-5.110777,1
6.455036,6.416829,5.341559,-3.383197,4.725809,6.973229,-5.270100,3.920141,0
-5.901983,10.061788,-4.931178,-2.873994,5.881430,-7.704329,-0.001474,4.008380,0
5.232673,-5.082777,4.997124,9.126549,-1.491171,-2.989304,8.701761,8.540250,0
-0.394254,7.104539,-1.255582,-2.805741,7.190851,-5.456876,4.578352,-7.423152,0
7.157784,-9.791120,-6.613506,4.795032,5.007048,-0.244044,7.425109,-1.940345,0
-8.434551,-6.619291,-7.496144,10.470920,6.344605,2.611644,6.732006,-7.679110,1
0.093171,7.822417,-3.212313,1.916763,-7.123405,-1.648675,4.321612,-7.236357,1
5.951735,-0.381074,-6.744634,2.979320,-5.550572,9.183347,-1.159035,9.761808,0
9.159476,-1.413064,8.131325,0.940568,-9.378153,3.623608,4.597905,-4.350411,1
3.875520,1.105856,-1.837827,4.332829,-3.461462,8.157662,-9.873344,9.682007,2
7.017646,9.220382,4.264867,-3.518754,2.926473,-4.754641,-8.165400,-7.414866,0
4.612301,-6.350813,-3.699589,2.585194,7.743681,8.701213,-4.419872,0.889952,2
-9.741119,9.571638,-8.526765,4.967312,-4.475101,-1.881884,2.490607,-2.043339,2
-0.210534,7.286345,0.856115,-3.228765,-1.801153,1.550136,2.754063,-2.393084,2
-7.549336,6.566985,8.561031,-7.886798,-3.975350,4.725934,3.809013,-7.691810,0
2.284046,-6.605391,-0.513088,-2.287392,-1.454057,-5.536799,-1.829407,-9.195770,0
10.072849,1.987783,9.212255,3.118593,1.432204,7.501967,7.706231,0.388185,0
2.158454,1.953185,7.251020,-5.764867,4.614155,-1.576940,-2.421743,-9.132663,2
4.066460,3.631049,9.268458,3.703677,8.544800,6.416770,-9.164051,-7.773689,0
-3.884218,6.984814,8.088496,5.974980,8.687343,-2.170167,-0.070320,-9.866119,1
4.705286,1.869188,3.000350,-7.953465,3.253612,-5.209959,8.723016,-2.275145,0
-0.647882,3.052632,3.558992,1.371193,9.039645,5.718718,-9.350136,-8.027635,1
-6.274114,2.549692,7.519803,7.935719,-7.169482,-6.685884,-7.584357,4.255421,1
9.564422,-9.805203,-9.041763,-0.440149,10.110363,-2.651849,-5.788433,-3.704996,0
-0.660626,1.227846,6.267917,7.732248,-8.601733,9.683093,4.628560,-1.043384,1
3.258547,-9.107170,9.970113,7.401386,3.679156,-1.092765,5.555289,1.274030,1
-1.283447,6.307611,-3.349982,-7.426359,-1.512024,3.074727,-0.493648,2.199515,2
-6.073127,1.618048,1.615627,9.989425,-4.661194,3.730800,-4.285725,-7.260273,2
-2.335489,-9.934598,9.013990,-7.716713,-7.479236,-3.198976,0.740347,4.418923,1
-6.883697,-7.229745,-3.238226,2.717598,-4.500228,-7.722893,10.151644,6.020191,2
-9.077114,-4.765207,8.404947,8.925364,-10.160208,-9.777182,-1.719087,0.420786,2
9.459445,-1.880679,-5.764023,-1.964991,-5.278809,2.257198,5.701522,6.126972,0
0.947851,-1.211360,-9.474784,2.741585,6.695933,-8.686419,-7.753901,0.588238,1
-6.304160,1.879471,-8.155696,-5.844012,-9.710343,4.340992,-4.181280,2.161349,1
-8.142473,-0.766401,6.503635,-0.233265,3.667973,-5.355942,-1.744543,-9.104362,2
-1.670069,-1.529763,-5.771808,-8.696358,3.561582,-9.785069,1.169957,-9.638275,0
2.145520,-0.960425,6.974637,6.495366,-9.314404,-3.252443,-7.049858,-7.382484,0
-6.905667,-2.318511,-2.910541,9.809686,-0.114793,-2.737471,6.372932,-9.376249,2
9.178656,-9.878665,3.038644,4.363113,5.043222,-6.805798,6.664281,-2.314128,0
-7.603879,-3.659412,0.568854,7.263165,-6.879452,8.558289,-7.096568,-7.337471,1
7.216745,-0.622702,-7.495813,-5.980326,3.455541,5.764557,-4.925479,-7.575401,2
10.093033,-3.852355,-6.758383,1.999414,0.749915,1.296706,3.805101,-5.552213,2
3.098151,-1.688208,8.970107,5.009870,5.680259,-1.183999,3.479169,9.546316,2
-3.297401,2.237268,8.632027,-0.445926,-7.474277,-4.209812,2.879152,7.297081,0
-6.029537,3.384912,4.583166,-4.684898,10.114855,-5.521388,4.653246,1.314932,0
8.812974,-1.748825,-6.044088,8.265865,-1.687301,-9.698522,-4.140313,-7.653304,2
9.542374,3.638809,-1.913568,2.613643,-5.794473,-6.338178,-0.822846,-9.461234,2
1.316953,3.034948,1.537090,-6.464105,-7.205899,6.959107,7.838730,-6.922197,0
5.627952,-6.053816,-3.613446,-9.222021,6.432641,2.129927,7.685604,-4.285025,0
-4.756081,-7.505298,1.758775,4.003480,8.555941,-7.470872,-3.064438,-9.139835,0
-3.525002,2.523988,-8.602673,8.539889,6.103591,5.614815,0.012905,-4.926643,2
2.177543,-0.718427,8.589659,3.743894,-0.573454,1.873498,-6.122810,9.095192,2
-10.014240,-3.049888,-5.165085,-2.983457,-5.733898,6.417249,4.733475,5.496409,2
4.582114,-3.388001,-6.172840,2.600317,-6.834145,7.422233,2.684306,3.360392,1
-1.700342,-0.710336,-3.562908,-4.249147,5.606904,-7.274794,0.666135,-2.472607,0
8.984357,2.096778,5.412353,-0.454798,-9.108573,-2.610522,4.272095,4.081577,1
0.738025,-6.148060,-8.539289,-6.435136,3.110282,-8.638412,7.792955,-7.959330,0
8.944117,2.381072,8.096062,-7.132445,1.230634,-5.209795,-9.587861,-1.350051,2
7.742459,2.378599,2.514283,4.157319,-9.365148,-8.049567,-5.335427,-3.802136,1
3.252693,-1.171399,-8.509868,-4.079173,-4.800533,-9.661155,-9.917599,-8.377656,0
-5.114897,-3.820310,7.154246,-8.037159,9.755670,8.888239,-7.854892,8.064950,2
5.561217,-0.060967,-5.613043,-3.428985,-4.182416,-2.899189,6.738423,5.638676,0
-2.867003,5.714562,-8.287325,1.647798,-0.903121,8.189125,5.657281,0.460052,1
-5.086836,6.882277,-10.105156,7.106790,-6.033480,8.122381,-4.943093,-8.845155,1
-3.013459,-8.743093,-9.677465,-9.393629,-9.301382,-4.653290,-5.846329,-7.850870,0
6.303874,-8.932116,8.373742,-5.626270,8.750683,-0.180745,6.454903,-5.211802,1
-1.184629,-5.943765,9.482578,8.804334,5.613484,4.336687,0.815698,7.259524,1
-5.012761,-1.962744,9.032405,-5.761593,6.652547,-1.533737,1.478505,-8.018138,0
-5.725238,5.997657,4.719594,-6.449825,9.418444,-3.290974,-8.392611,7.369494,2
9.103674,7.458194,-0.552465,-9.002365,4.192761,8.053381,-5.114115,-9.938249,2
5.748741,7.571852,-5.545218,0.280494,7.611020,5.197149,-5.570265,-6.573061,2
7.029276,5.111610,-5.848645,-3.493773,-0.573803,2.025285,1.652539,10.191093,2
