x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,label
2.500733,-2.586382,-2.631748,5.010685,-2.549591,-0.597771,-0.844827,0.954104,-10.088015,-10.200020,1
9.009826,9.339384,4.286148,-3.101705,2.367636,6.281419,5.968776,6.331029,-0.729348,8.442109,0
-3.447536,-7.485902,-0.147359,-8.077049,9.779038,2.193324,-9.487162,4.486043,2.858820,2.171600,1
0.414636,-8.457497,6.537462,1.636737,0.477082,-7.901051,-2.173104,-3.013622,8.061374,9.673565,1
0.713694,7.241665,-6.976580,-2.932145,-6.756246,1.457045,1.735846,-8.924765,1.791046,-9.038036,1
-9.217750,6.249355,-0.428907,3.157498,1.769362,4.758393,-2.261952,-2.458254,-5.418273,1.072195,0
-1.530225,-7.238104,4.910988,2.427639,3.761498,-3.405459,-8.742443,-2.195074,2.720873,2.788434,0
-10.272058,-8.351532,-5.185823,-5.585821,-9.219963,-9.480168,-0.219210,-3.796092,9.442058,9.414960,0
-7.963699,1.226269,-0.532483,-3.503346,-8.320635,-9.178808,-7.043017,2.296508,4.930586,8.946557,1
-7.330353,4.638708,-0.411392,-3.270248,-6.756966,5.506889,9.982666,-5.951712,0.593653,-6.679611,0
0.010809,-6.239524,-3.105658,2.890852,3.139486,4.662807,-2.224267,6.392546,-4.034708,-5.178772,0
4.118460,8.363099,-9.626989,9.470436,7.738804,6.384142,7.737546,-7.849994,-1.869814,-1.391188,1
7.223883,-6.830698,-5.244118,4.688359,-2.505730,1.477228,0.508150,-3.938605,6.435082,-1.890310,1
5.294032,6.218365,3.322466,0.155644,2.164799,8.049690,4.618556,-8.214202,-7.121938,-2.577343,0
1.708341,-4.937246,-9.346112,-8.583142,8.783330,5.327338,-5.762395,0.739591,-1.421078,8.476302,1
-10.317755,-7.630677,5.941047,2.919200,3.814443,-8.579341,-5.969605,-0.834120,6.444844,-1.995049,0
-2.279906,9.415473,-2.883619,0.350402,-9.431399,4.989457,-3.415551,-3.504045,-0.503657,-9.158660,0
2.132014,9.525066,-6.735603,-6.318471,-5.701324,-2.211579,8.837849,-3.230557,-1.798764,2.199155,0
-8.433534,4.243275,-0.338249,8.116454,0.460762,-1.322738,4.269664,2.160905,-6.701189,5.351546,0
-3.736730,2.707566,-0.337183,-6.841657,-2.539647,8.561674,-8.154419,-7.653296,-4.183047,-1.882099,0
-3.479020,4.663357,-8.766005,0.581992,7.722225,-8.969641,4.507887,-2.139078,-4.507072,-3.327746,1
-4.314978,-4.583349,5.280416,-6.821391,-7.524249,6.665363,-7.268293,5.833487,-1.523209,-7.823997,1
-1.041363,-7.784725,4.837456,0.097648,7.112489,6.907015,-8.543763,6.838388,6.014161,8.058554,1
2.472815,-9.953485,-7.656541,-2.913192,0.106708,9.690671,4.429587,-0.185699,-4.135349,3.161822,1
0.518487,6.021512,-1.068522,4.706464,-8.418494,7.334737,-3.684004,-1.990928,2.825887,6.909394,0
-9.136450,3.662045,-4.892137,6.290300,-0.622590,8.559870,7.184636,-0.523472,-4.476877,0.540737,1
-0.430988,2.367456,-7.830757,4.445971,-1.206414,-0.605028,0.920988,6.279501,1.836869,-8.331082,1
3.523861,-4.284622,-1.269608,-8.499637,-1.190292,5.960672,3.027523,2.063102,3.142611,-5.131056,0
-0.834048,-4.346750,-0.387784,-2.288874,6.102749,-1.843225,5.095470,-6.919998,2.981323,-4.824059,1
-8.389259,0.873363,-4.841362,-9.916118,8.095311,-9.463179,-8.951376,1.247253,-2.010550,9.041304,0
-7.684365,0.042502,-2.427393,-2.792180,-3.025383,9.400376,-3.693315,3.591347,4.113050,4.301921,1
-5.851943,-3.244711,-8.349859,-5.508737,3.055771,-0.890717,8.064432,-9.050719,7.328084,-8.452068,1
9.900785,-7.687170,-5.352475,-1.899509,-5.047549,-6.435473,-6.577581,8.595305,1.006330,-7.598560,0
1.429881,-7.810826,-1.373578,-5.479937,0.872472,-2.554749,-8.905872,-6.757800,-4.909843,-9.628167,0
5.182009,-1.288331,-1.097295,1.456239,-0.111218,8.781789,4.421006,1.927319,5.803776,-1.709739,1
-6.267787,-5.989104,2.442159,-5.640773,7.955378,-3.927177,8.206936,7.459708,2.289364,-7.473123,0
-8.442891,5.370548,7.077317,-6.592379,3.916470,-9.175497,0.640779,4.842325,4.056454,-4.923348,1
-6.946396,-7.231036,0.967021,7.363388,-1.453185,8.809987,2.515097,-0.794693,5.143293,8.108953,1
0.361779,-9.781052,9.465861,-5.309400,0.568167,7.900052,-4.569598,-0.250034,-5.552277,-0.668462,0
-8.597352,-8.186589,6.497749,8.237586,-4.974518,4.584562,-4.552575,-8.787301,10.191380,-0.893965,1
5.158318,2.369915,3.499440,5.196162,-1.244408,8.465065,-8.669701,0.029188,9.687601,-4.650872,0
-6.271072,2.574792,1.817757,-9.801833,-0.335970,3.356470,-7.159985,-5.139531,1.443108,9.744764,0
0.762525,-8.489215,1.491990,-1.963500,0.377358,-2.880075,-5.099742,2.018404,5.228456,-0.548670,1
9.192696,2.519560,-9.960192,6.248761,0.268752,-1.586725,8.378318,8.488829,4.164080,-1.540521,0
6.804390,5.921458,8.282423,1.834608,-2.772439,-5.821751,-7.577802,7.890696,4.115651,-0.851817,1
-6.853936,-0.013927,0.687940,-6.490579,4.639847,-5.233726,-8.526551,-3.327346,7.507842,3.324365,0
5.374326,9.367548,-6.086760,-3.846970,-3.025039,3.049808,-9.211269,-6.847180,-4.253580,-8.803689,0
-6.716199,3.240402,-3.617714,3.417984,7.124216,3.209657,-2.672870,9.066008,-4.984920,-7.193627,0
3.483663,3.966693,1.877758,-8.111112,-2.698594,-5.912358,-1.065887,2.621795,3.570026,7.590963,0
-8.573112,6.326382,6.085978,5.584032,7.229090,-1.176575,-5.610558,-5.753076,1.823551,3.969607,0
-9.208788,-0.278362,-6.759419,8.354063,-8.489141,-6.522636,-4.072870,-7.694524,4.572170,-3.033887,1
-5.200558,6.186010,-8.763087,4.734542,2.760413,2.654222,9.236718,-4.242736,-4.356785,-9.300414,0
5.110725,7.907501,-2.171111,-9.310448,-1.308351,-6.286420,-4.392575,-4.842595,-5.627004,4.522517,0
-7.629964,3.044460,6.066601,-7.193365,-8.811250,-5.501877,5.044978,8.124507,3.458192,-2.743220,1
2.585848,2.038578,-4.336228,8.420497,-0.713989,-8.933647,-8.565700,3.132010,8.849778,-0.075134,1
8.899782,8.877768,-3.112980,5.946728,1.185190,-6.564008,-5.296832,4.609052,-3.954778,-8.295333,0
4.778585,5.100562,-3.470172,5.204220,2.915714,-1.331382,-7.422634,1.731526,3.905090,-7.685038,1
-0.619044,-0.500485,6.377241,-6.647059,9.622015,-0.854491,3.313995,8.704568,-4.715568,7.472586,1
1.277618,-4.304496,-2.454997,3.407057,8.857636,-8.165817,1.968528,8.352253,6.689485,8.917858,1
-4.156888,2.470170,-3.443398,4.035018,4.301979,-6.642468,8.152950,2.310229,9.357112,-4.124212,1
-9.736895,9.555716,5.329352,9.349156,0.500587,2.697291,8.753333,-2.253548,8.053425,-6.536898,0
-2.939953,7.254817,6.474822,-9.762420,4.098500,7.095691,-1.049355,-1.860493,8.330945,-8.601832,0
-4.056554,-8.208943,7.532492,0.203896,4.587665,-8.022722,6.316835,-5.794724,7.410015,-2.206932,1
-9.655540,3.650618,5.370302,4.283282,-6.321477,2.332407,-8.959159,-4.054046,-8.953925,-4.390645,1
7.295503,3.124266,-6.315114,3.816903,-2.749609,2.731882,-3.992746,9.844690,5.579021,6.104154,1
6.140102,-0.360481,4.254779,0.477996,-1.138983,8.516355,-7.854764,5.336103,3.752777,-4.254659,0
10.127161,6.198445,9.444834,9.590956,-9.105375,-10.020728,2.964896,1.791064,0.554230,1.425043,1
-9.400179,6.852416,-4.922797,-0.006307,6.480324,-0.654074,8.738363,4.716436,9.154993,4.519645,0
-3.305660,-7.665584,8.089449,3.941732,-9.930804,9.491502,8.443789,-8.834964,4.887505,-1.276767,0
-9.133548,8.724662,-4.691556,-3.888829,-6.262401,4.156967,3.682966,-4.641671,-5.838491,-5.286177,1
-7.522602,-3.673683,0.309758,-7.578013,-9.379857,-6.622941,3.807178,1.086922,-1.354448,6.099155,0
4.872007,5.734701,-9.444439,0.902795,4.770931,6.241922,0.514410,-9.014080,8.868293,-4.547588,0
6.526513,-5.580154,8.319659,-7.458086,0.441098,2.565529,9.255784,6.993149,9.860690,-9.761414,0
4.619794,1.455683,8.473079,-5.807198,-8.922090,4.511226,-4.613620,-5.036119,2.897844,-7.806489,0
-7.924713,4.650871,-1.178721,1.347960,1.487638,-8.582515,4.922977,4.829617,-8.633202,7.892163,1
1.622013,3.911103,-6.245356,-2.333933,2.985965,-2.451591,6.473033,-9.681422,-6.074838,-0.019591,1
0.273834,-6.419742,-7.289103,-2.316777,-8.338266,-7.489272,3.191994,6.462892,-3.517165,6.565491,1
-0.316879,-8.240519,1.895781,2.109961,3.972368,2.846956,-7.220202,1.803560,6.823208,4.818354,0
4.354248,8.722701,9.150020,3.068836,-1.669243,9.269041,-9.728805,7.858059,9.496726,-1.725493,0
3.496289,-0.245996,-8.475095,-1.894969,0.940011,-0.235971,3.043471,-8.333655,-9.109579,8.896753,1
-8.181127,-8.049266,-6.291868,-6.251824,-6.103282,9.514419,3.029566,8.574164,-1.587566,8.957711,0
3.142959,4.080987,-9.810872,8.578658,5.265290,4.037736,-2.912642,8.248763,9.123709,9.005794,1
-7.582268,-4.794373,5.742557,-1.606406,1.921656,0.965745,4.764244,-7.794740,8.890753,-9.240229,0
3.322224,-2.851451,-0.725249,-7.881370,-8.529924,-6.180583,5.242130,-8.033425,-0.487774,5.273565,1
9.238974,-0.548475,-3.612819,-6.511639,-0.546016,2.858169,-8.895726,-0.815215,-8.265623,-5.193625,0
0.909118,-3.504883,-7.629151,-0.755961,-0.528616,-9.746757,2.143522,-9.649982,0.403260,8.475429,0
3.653450,-5.968632,3.756145,-1.776036,-2.564706,-8.732602,4.569690,6.121874,0.440036,-8.046431,1
-1.858944,-5.713526,0.717884,7.566035,-9.882399,4.409944,8.260101,-5.356125,-0.864822,-1.330090,0
6.235463,6.259472,5.458123,-7.413046,-7.940315,8.835584,-7.056809,-2.615168,-4.389293,-2.955495,0
6.287941,7.298055,-4.507094,-7.953560,-10.111999,-5.758996,-1.691916,-4.407290,7.789521,2.231746,0
-9.941641,-8.410072,-9.664756,9.390791,-3.084830,0.966321,-8.430683,4.699780,-0.878445,3.189314,0
9.665365,5.355859,-9.138183,-2.972527,-0.727841,-3.559151,-7.736420,-8.169182,9.688974,2.166394,1
-4.077590,5.464929,-7.005338,6.091287,-5.328148,4.386158,0.458681,7.767825,7.748206,3.077429,1
8.073970,7.802318,-6.147034,7.704535,-10.162242,3.872385,-2.213900,-4.298652,-8.124433,-4.424426,1
-1.666897,-3.990258,-3.909672,7.504457,2.697524,8.567745,5.248860,8.037040,-6.076401,7.277673,0
-7.800511,-9.534828,-1.614932,-9.938211,-6.228016,5.664380,7.859818,9.175243,3.939273,-8.601805,1
5.621802,1.925811,2.733052,-8.488154,-6.593683,-4.714374,2.074425,-9.206142,-9.571239,7.678589,0
-4.809840,-8.549113,7.126036,-4.505777,7.324407,-0.119480,-9.346988,5.051636,-9.726357,-9.995284,0
-6.310265,2.535952,-5.462752,2.154593,-0.840905,-8.577507,8.831410,0.882602,-0.213040,-1.376647,1
9.605981,-5.440083,3.503870,-1.869047,-1.997485,-8.156476,-6.371893,9.331344,-3.373279,-6.063713,0
-2.064753,-0.714947,8.089159,-4.421959,4.713965,9.542401,-3.319560,-2.453663,1.639964,-9.569193,0
-9.304394,-9.385673,-2.851925,3.392034,-8.994058,3.300650,4.503410,3.262468,-1.888343,0.415144,1
-10.419210,2.087723,2.127392,-7.370861,-0.827015,-7.476539,-5.454483,-2.296648,-2.742133,0.042235,1
8.134599,-3.903896,4.768792,-0.267194,3.784902,-5.607807,-5.575558,-5.470567,-7.739409,-5.419808,1
3.468548,9.185828,-3.312935,6.369914,-7.382061,-1.001709,-7.251767,8.534654,3.242830,-9.072855,0
-6.287760,-6.582613,-3.370519,3.749913,4.600038,1.348515,-1.232102,-9.800369,-6.070085,5.210451,1
2.152335,2.075106,-9.745306,-7.462499,-5.176434,1.176922,-4.102658,-0.541358,-4.021133,-6.056214,1
-6.229868,-1.769026,4.095103,1.095122,-7.873941,3.063707,1.374585,5.256961,-6.696178,-1.241033,1
-1.359391,3.260697,-8.953191,-0.734543,5.209398,-1.744312,5.307883,-7.537318,9.734362,-7.439523,0
-4.944290,2.234845,4.679919,-8.320068,4.085753,7.008343,8.771324,10.002373,-2.236641,-5.030298,1
8.187744,-2.085316,6.170206,-0.519141,9.149821,3.076784,9.663709,-5.079706,8.402352,4.865161,0
-4.084565,-7.174180,0.780500,-0.149501,-9.504117,7.350795,-1.343618,-2.845291,4.608100,7.680402,1
-7.485087,-0.613024,2.399731,-1.629348,0.388768,-8.808575,-3.010782,4.920899,7.959663,3.186244,1
2.187506,-8.538394,-9.651568,-5.102319,2.924421,-8.702652,-4.103050,-3.455173,-9.910147,-7.353999,0
-5.683172,-4.267819,3.042541,-8.879953,7.060747,-6.971307,-0.502501,0.342843,-3.850440,-3.696205,1
3.969009,2.859260,-0.898856,8.794563,-0.278820,-3.341750,-9.277291,-8.741107,2.202701,-7.358486,0
-9.086947,9.153506,2.624995,9.374952,9.312102,1.387297,-4.338355,8.016326,-5.370515,4.202236,1
4.201246,-2.979067,-1.116617,-5.137203,-8.938286,3.836334,2.456028,-0.852359,-6.175148,-1.629165,0
8.195855,2.188419,-1.889653,0.013474,7.481990,-2.985566,6.690840,2.728566,-3.682716,4.526223,0
3.979562,2.815049,-5.456540,-1.694296,-5.509176,1.705144,-3.006395,0.128255,5.268077,8.380533,1
-7.569351,4.520321,3.583232,-3.885721,-4.897874,-4.354785,-4.208257,-7.998446,3.927406,5.953484,0
-7.949237,-4.266408,-4.262009,5.597709,1.612388,-8.954125,4.811352,-0.067131,-6.177715,1.868544,1
-8.413661,1.347835,-0.375825,-1.318819,-6.985989,-5.305027,0.080384,7.894676,-6.303183,9.795599,0
8.252151,7.036793,9.169042,-2.931844,7.816967,-4.677534,7.505699,-0.148224,-8.841683,-5.592331,0
-4.267919,-5.361314,0.234321,0.295748,-1.751919,8.724284,4.243494,2.862761,8.104706,-0.217742,1
7.887838,-2.801747,4.772477,-5.079477,2.095053,-3.190469,8.811826,-5.688993,5.272322,6.257721,0
-0.284982,-6.314359,-6.498458,2.788642,2.067831,1.649188,9.100169,-4.210528,-0.212669,-2.754782,0
5.512490,3.445906,-0.636650,-4.415189,-7.712768,5.076291,-4.991078,-4.143744,-4.599898,2.791194,1
2.977070,4.234329,3.989901,-4.525299,-5.782269,-5.266751,-8.145691,-9.646964,-9.853045,-1.401584,1
-2.232482,-7.689448,-1.569815,6.323037,5.097549,-0.214673,9.001728,-6.180964,1.704862,1.129395,1
5.285552,4.312613,4.573153,-7.888647,-4.373429,-9.424546,-0.197376,9.460811,-8.109742,-8.683619,1
6.890099,1.364146,-9.310612,1.682021,-3.394713,-3.465401,2.085069,-7.779916,8.719205,-2.886961,1
0.260815,-8.314126,-8.447701,8.827838,8.949117,-8.177658,1.628154,-9.359934,3.856966,-2.034788,0
0.686697,7.576283,7.419343,1.163718,9.653710,-0.566314,-1.181518,8.634892,-4.205109,9.723497,0
7.996969,3.100652,-7.898579,-0.787813,-5.860938,7.885363,-8.658178,-7.422943,2.935352,8.694987,1
6.886981,-6.523456,2.330456,-5.471125,0.318023,1.998563,-6.135689,-1.038785,-3.114245,-3.658362,1
-6.186169,-2.455790,-9.545452,4.695810,2.318426,7.256589,8.331525,-5.471151,-6.681340,-4.034541,0
-5.323919,4.179553,1.345237,8.355929,2.597701,6.409686,1.967965,-4.877584,8.700264,6.364089,0
8.651093,-2.303460,7.886009,-2.396114,1.946204,-8.026481,-9.235422,5.711635,-2.538580,3.460035,1
-3.114426,-3.025163,-3.513830,9.453813,7.126721,4.129378,-5.469138,-2.885470,9.692610,-6.223764,1
9.753512,5.993270,9.861797,-7.054523,1.025475,-5.099154,-5.769504,3.977340,0.601216,9.126562,0
5.390825,9.768391,8.628358,-5.549312,1.949864,-8.493624,-7.236670,2.144420,1.133830,0.687445,0
5.345082,-8.692387,-4.701330,-3.463797,-3.967729,-5.345103,7.259395,2.484610,8.647818,-8.890482,0
-3.780863,5.330606,3.804616,-4.238299,1.796915,5.529776,-9.459037,3.036768,8.054500,4.706455,0
-3.531080,-7.319467,-2.199994,-8.036128,4.547151,-8.883697,0.883466,-4.376857,-5.773106,-5.562892,0
-1.185686,2.046024,-1.341327,-4.798151,-1.698253,8.251827,-2.143653,-5.126298,9.595097,-5.805806,1
-4.827727,4.834012,0.585398,-6.011163,-0.541496,0.111977,4.354328,3.389294,-0.406856,-2.749110,1
-1.165720,-7.722703,-3.384090,-9.424917,-3.874591,-3.050667,-8.334055,-0.826881,7.997479,9.244525,1
-7.483180,3.665306,7.752889,6.305913,2.269351,-9.255563,-1.047353,-5.313915,-0.519940,-1.187088,1
-4.728513,-8.429071,-3.828378,8.117387,-7.131622,6.976010,8.018312,-7.731862,8.202759,-2.463110,1
6.001769,0.320018,5.199983,0.845744,2.915058,9.039105,-0.118115,0.192493,9.769494,3.201204,1
-9.031377,3.250487,-7.145491,1.155902,7.096540,-0.859872,0.806666,-6.905117,-6.514301,7.078236,0
-7.477696,-3.678073,8.335586,8.069694,5.957540,3.814373,-8.931521,-0.082409,-7.752799,2.352586,0
0.943010,-0.839399,-0.253756,7.671744,-2.013257,6.725879,1.941189,0.278046,3.333767,-4.533551,0
-4.133145,-6.637453,8.317752,-8.587841,0.818926,-3.125355,4.832842,-8.546364,3.731826,7.880919,1
-9.333072,-4.386457,8.279787,3.979321,5.732314,-8.578769,7.274129,2.391805,2.238563,-9.598634,1
8.621588,-6.820282,-7.973148,-7.707886,0.129059,-4.312396,4.419340,-9.986062,0.628673,7.092617,0
-1.433397,-5.849467,-9.698601,2.334003,-9.044408,-3.360286,4.307179,3.439387,-8.593296,-6.648664,0
4.103742,1.826850,6.663628,-8.346267,-3.221781,-0.318624,-3.342385,-0.653593,8.238824,5.009788,0
2.521278,-3.126345,4.245799,-4.266781,4.276292,8.258677,-4.791078,7.671331,-6.117944,-7.998346,1
2.366093,4.240431,9.138606,3.998397,-6.122950,4.863412,-4.077969,2.168082,4.331068,8.299650,1
-6.971233,-7.228855,3.282714,-2.299519,-5.064716,8.589086,9.288087,-6.163975,1.978010,4.396524,1
6.610971,4.121522,-6.097008,4.153941,-0.026454,6.629364,8.521561,-8.857079,0.137993,0.906167,0
4.940002,1.084159,-2.151789,-9.099497,-8.685143,3.086603,-7.673827,7.821132,-3.268151,-6.547182,1
-1.484128,7.372948,-1.496657,-1.200187,-9.498242,-8.915300,-7.432599,-8.004918,8.395142,2.977100,0
3.976504,-2.609310,7.214482,8.187341,7.238959,6.830784,-0.476874,-4.742164,0.600475,-7.974157,1
3.829413,5.648727,0.291869,-9.031100,-5.025374,-9.483119,4.258468,0.814288,5.973142,-1.522617,1
-7.938811,7.505165,-7.851542,-6.582649,1.076406,-7.096407,-5.670129,-2.900520,-0.974207,3.023332,1
-0.002098,-4.644399,9.146203,6.718666,-5.521909,-7.281144,-9.548097,-4.465164,9.825938,-4.944908,0
7.725863,3.028322,8.275320,-2.364115,-8.142488,9.403031,7.837659,-10.197648,3.603212,7.706386,0
6.237002,7.342952,2.966409,0.246981,-1.922395,0.163631,4.354617,-1.925841,5.456490,-1.785276,0
2.522534,9.728973,-4.022302,7.838759,-5.752538,1.043848,8.131480,-1.126018,6.171141,5.349360,1
-8.970487,2.072608,-6.573515,7.721619,2.987899,-7.870399,4.553145,-8.383081,-8.084154,2.362446,0
-1.083749,-0.780657,-3.213005,9.550727,-9.619020,-8.494367,7.747076,-9.088233,8.547850,-7.613197,1
3.491385,7.505026,-9.996302,7.962617,-0.901041,7.347186,7.092461,4.269422,7.829155,-0.204845,1
0.639579,-5.383541,1.106645,7.855728,-2.792615,-8.259417,-1.562760,4.051118,7.910184,-5.585208,1
3.711233,0.393886,-8.002914,-5.374318,9.647367,-6.963174,-8.519574,3.426498,1.132836,-4.080582,1
2.350790,-5.897950,7.754167,-1.186276,3.252436,1.369181,-9.494889,-1.212658,6.625763,-4.326862,1
2.228896,3.852006,-5.597483,-6.038839,-4.891439,8.219191,-2.373514,-5.807405,9.395506,-1.594393,0
5.061523,-9.863112,-3.403806,7.550714,-2.916635,3.724823,-5.387819,4.180549,5.615607,7.569884,0
6.393356,1.156610,-9.075123,-8.101218,-5.005363,4.609717,-2.765091,3.294154,1.277906,2.018976,0
-0.431664,-9.120360,-1.498951,-4.653297,1.840931,-4.990788,2.686356,-9.705906,3.036283,-5.335116,1
2.932278,4.730966,-7.834904,0.386941,6.120815,-1.430140,6.646845,2.104622,-2.398729,6.705921,1
5.568228,-5.755726,-3.883000,6.822144,2.711912,0.056785,-7.514642,-7.410346,7.469171,1.580453,0
9.848503,9.443006,4.267245,-5.148426,5.856257,-4.352576,-9.723226,-6.238813,1.402336,4.200853,1
-7.407130,1.797427,0.749154,8.065642,-7.603928,7.308971,3.883389,2.606369,-6.255600,4.277224,1
9.168752,-1.976355,-8.474490,-1.342562,-5.129924,-8.533774,-9.120580,-8.018353,-4.062887,8.521722,1
-2.295121,-8.645792,-0.561674,6.322284,-4.321155,-7.922846,-5.013313,8.395777,5.444721,1.848677,1
-0.107443,-0.895389,-6.201549,-9.777650,4.517892,7.226260,-2.704538,-1.701503,-5.857063,4.516025,1
-6.024954,-6.483987,1.389752,-3.597232,2.964567,4.638409,5.494292,5.674489,3.232137,5.953083,0
5.203845,9.699576,1.609506,-3.087187,9.435649,-5.888607,-4.385939,-6.219682,-2.754053,7.068881,1
-9.442399,-9.457532,6.668405,8.516523,-7.978011,-0.464118,-8.449710,4.191766,1.078915,-5.449578,1
-2.834665,-2.278090,6.677166,2.023928,5.767438,-4.178313,-8.978388,-6.671294,0.312357,-4.847673,1
6.009770,-5.901983,-1.154164,-6.739337,-1.328217,-4.124758,5.061949,-5.309213,-0.897740,4.253085,1
6.981566,-9.436808,9.760083,-3.754933,-4.514945,-4.566088,-4.349056,3.192445,-6.886299,-4.870087,0
3.826954,-0.710337,-2.195376,1.887193,-3.665707,3.691378,-2.079735,6.204678,7.531396,-5.422203,0
6.289077,1.046118,4.311840,9.424908,4.380214,0.859667,0.284588,-5.432574,-1.824843,2.373687,0
7.666866,8.069409,-8.476076,1.542780,0.413151,-7.336704,-7.122678,-0.862716,-7.784671,-8.315407,1
5.110475,-7.902808,1.356533,4.575230,6.572904,-1.926042,-5.970089,0.354753,-2.142838,8.394627,1
-3.980407,-5.166390,0.424705,4.394251,-6.234442,-8.019718,-3.803374,-5.496069,-6.982468,3.858296,0
2.214928,1.164319,2.580396,-5.004905,1.761601,-8.335465,4.733554,-8.160747,-8.849689,-5.984714,1
4.908228,3.324408,8.635842,-9.354257,-0.656971,-1.983055,-4.558757,-9.382852,3.364679,-8.571883,0
2.337573,-8.906738,6.260405,0.906460,-5.766840,4.729739,4.354625,6.721858,-3.791318,6.993965,1
-0.274207,4.811407,-3.381358,0.695858,6.019125,6.523683,-7.732334,0.341354,2.687497,-8.578023,1
-4.630397,4.046245,0.859487,7.882851,-0.989932,-7.802703,2.031920,-4.195265,-5.703899,7.648046,1
7.356443,-5.411451,7.064577,-0.612992,-3.289373,-3.671375,4.984927,9.118357,-3.981465,-2.308433,0
2.235417,-0.858164,0.572320,9.163818,5.217229,-7.628955,-2.933311,5.710901,4.734856,-1.426538,1
3.958432,-8.188037,1.648323,-6.077726,3.007605,-0.821439,7.047096,-0.807796,-8.113970,-6.252557,0
-0.612691,0.739228,-2.035490,-7.403181,-2.921039,7.657009,-6.425807,9.314535,1.764436,-9.854250,1
3.251226,0.695019,-0.966389,3.186134,7.211068,-0.387689,6.611209,3.195555,-9.457534,-7.356348,0
6.691491,-7.530548,4.879040,-3.735916,6.943741,2.501202,-7.495123,-8.426853,-0.106551,-2.549666,0
-2.301138,0.422940,-7.116058,-9.320456,-7.923742,-4.800455,2.911671,3.009105,-0.789588,-0.966739,1
5.288324,9.793856,-6.730968,-6.264029,9.937330,7.536403,7.029200,-0.408167,4.752010,-1.034786,0
4.349924,-3.517774,-9.407548,0.395781,8.821194,6.777905,-2.708861,-3.862150,3.006888,-2.589506,0
-4.163772,5.586954,-5.943835,5.562278,2.047254,-1.348888,-6.517747,-5.789996,1.302816,0.307501,0
9.341867,-7.684176,2.610184,9.822529,6.172097,-0.601583,-5.764313,-8.128165,-5.112643,2.368662,0
-5.481737,-9.088568,-8.954183,1.591102,2.042819,0.711733,-5.856085,-5.388452,9.812367,-4.317396,0
-4.716436,-1.644573,8.749032,5.684961,4.441825,-3.480463,0.972303,2.118377,7.806776,-6.789911,0
6.545216,8.106396,8.827104,-0.300367,9.206303,4.539829,2.064042,4.873375,-1.566262,-0.009265,1
3.411101,-4.889773,-0.577033,0.449472,-0.651033,6.296161,5.227744,-7.974885,-6.302148,2.412286,1
8.875757,-7.512931,-0.299850,0.661644,6.667898,-3.647079,7.396357,-7.989794,1.205946,7.587738,1
-4.177996,2.443415,1.236026,8.967466,-8.912310,-0.891839,2.026036,-6.404984,9.034764,-8.555888,1
3.832731,1.192607,5.634237,-3.759841,-2.199144,1.764382,-8.954326,6.774231,3.922863,-5.728656,0
4.340984,-0.541512,7.247062,6.277339,-9.529810,-7.963990,-7.370208,5.126738,-7.179396,-8.318540,0
-8.128581,0.370495,4.000160,3.366271,8.773340,-0.721166,2.780229,9.611116,2.296081,1.213355,1
-0.084379,-6.466266,9.093048,-8.795303,1.919437,-7.828608,-5.038628,4.718036,-5.942926,8.750752,0
-3.559454,-4.830425,7.239399,4.517960,-1.023626,-5.985660,-9.113714,-1.020654,-5.529549,8.994498,1
4.933959,-0.538248,-4.777920,-6.574823,-3.021841,5.863464,-0.113875,-8.997415,-7.354819,2.244662,1
-2.420486,8.814588,9.537999,-6.059831,4.912598,7.358429,-0.175628,5.128035,4.131487,-8.366184,0
-3.639299,5.922163,7.291042,-5.141741,-0.331689,4.951071,-0.217924,3.073042,1.629946,8.696042,1
2.525661,-3.839515,2.546847,8.352887,3.131180,7.618052,7.231346,9.818722,-4.181048,-5.658405,1
7.596566,4.111433,7.440484,8.005381,-1.696710,1.117326,5.791521,-7.264095,-6.201117,-5.097220,1
-6.579741,-4.398599,9.674855,-0.272763,8.719718,-3.463994,-5.743138,7.015896,-0.180185,-10.285416,1
-6.370386,4.757873,6.632305,-7.786516,-6.617002,-9.557989,-4.862977,-1.901140,-9.507624,5.068732,1
-9.181069,-5.554963,6.955544,-2.343078,-7.152827,9.504506,9.292044,-5.475809,9.666569,1.386696,1
6.378954,-1.996713,6.734632,0.975440,-1.008743,2.875517,2.278368,-2.646983,4.700180,6.636195,0
0.704493,8.279950,5.891083,-3.247539,8.118649,-6.327748,8.975737,-7.536061,8.861367,1.989233,0
9.571722,-7.935081,8.674203,5.206905,-1.895731,-3.832230,0.074350,-1.472479,8.096535,-4.949069,0
9.900248,-1.709137,1.549365,-5.519811,-4.525431,-4.389675,6.023862,2.100803,0.179553,9.384304,0
-1.209687,3.753475,7.771328,1.871567,4.458073,7.126808,-0.772296,-4.295851,3.200682,9.000654,1
6.848341,-5.247893,2.651920,6.506867,3.864446,-3.834944,-7.575371,-7.470969,-7.256465,0.965154,1
-5.963357,-2.496391,1.234752,-5.776078,7.967456,-2.566101,5.715311,-8.133121,-10.019443,2.880732,1
-3.498640,-10.003082,6.322640,-1.039401,4.204807,8.903723,-9.355598,-0.075532,4.750023,-1.282704,0
-2.222061,6.994995,-1.118097,-3.771779,4.854361,-7.405980,-8.904803,-2.567859,-9.321966,-3.157824,0
