x1,x2,x3,x4,x5,x6,label
7.558336,-5.289437,-4.234838,-7.724678,5.087491,4.952470,3
10.034627,0.910445,9.230534,7.610261,6.072921,3.480901,4
11.289590,1.480595,0.128756,0.645680,3.123393,-1.157431,1
-4.754826,-3.484592,-2.105772,1.323707,9.430456,1.661428,1
-1.383973,-1.085039,7.811138,4.667872,8.689064,7.540295,4
-7.949624,3.570418,1.532549,7.793006,-7.096414,-4.041372,2
9.776837,-5.322777,-3.013569,-4.902190,-0.952726,-1.425749,1
-8.105592,-9.788814,3.891754,7.271347,-4.757351,4.814755,0
-3.704866,-6.180444,11.935271,-10.716535,9.680093,5.854250,3
9.597723,6.617993,5.471364,4.071221,-2.900709,6.608640,1
10.770819,-1.995196,9.486713,-6.083523,6.544616,-1.816358,0
1.688629,-10.162043,-3.872308,6.287633,8.037328,-8.320214,3
4.844484,-5.485405,7.563790,-0.785720,-7.196929,3.666642,3
3.398543,-8.660657,8.032043,3.800532,9.534237,-4.880699,4
-2.124986,-11.136153,-5.021257,-1.830463,4.920979,6.453500,1
1.620459,-7.048665,-7.933806,0.198581,0.553727,5.181603,4
7.067099,0.748349,6.352566,3.803791,-7.614274,1.787188,3
0.351101,5.250600,3.266910,5.782813,-1.778864,-5.054000,4
1.315484,-1.206312,2.189514,-4.137028,-0.563616,8.038765,4
10.037437,-3.901044,-4.835814,-7.463145,-2.392736,2.510722,2
3.323587,2.097730,11.869629,3.053484,10.195570,-11.369278,3
11.327853,-0.626449,4.510658,6.444572,-2.230963,-2.644728,1
-4.555031,3.893415,-3.380883,6.613750,7.773427,6.598115,1
11.946201,-9.373260,-5.457560,-4.818174,-2.556681,1.046845,0
-3.771264,-4.597941,-3.766958,-2.835931,9.543180,-6.085020,3
9.545552,-9.402330,0.272852,5.081086,8.660358,-1.021750,2
7.591316,5.629367,3.623019,-5.114073,6.936168,-8.796316,1
9.656829,-6.316270,-0.219144,-5.172999,8.515963,7.142446,3
-4.971013,-3.369002,4.003954,2.296557,5.431619,-5.000522,4
7.984328,4.986821,-4.401001,-10.998394,5.550021,6.356074,1
4.589566,-1.326207,8.569493,-3.608149,4.254291,5.716391,3
5.766722,-2.664370,-7.541350,-3.279496,-4.240147,-5.156348,2
-3.904197,-0.989085,9.323646,0.482498,4.857481,-3.789106,3
9.027827,-7.307308,8.000987,-8.521568,0.215305,5.784384,3
11.166501,5.779047,-1.467136,5.473000,-2.561185,-8.030161,3
-4.204964,-0.544992,0.777103,3.182115,4.663423,-11.308437,4
6.368024,-6.097183,0.579595,4.291801,-1.132865,-11.362760,0
-1.169308,-8.700127,-0.158950,0.543663,7.020840,7.835380,2
-2.963585,-11.905069,10.792482,-9.884511,7.640505,7.340819,3
7.447399,-9.055762,-5.363666,2.795832,4.448247,-8.623561,0
6.852956,3.010562,-5.589876,-10.726391,1.704941,4.140668,0
10.448903,1.557568,-4.484061,-6.890573,0.533566,8.073255,3
1.041114,0.990563,10.538025,-2.160206,-6.148184,-9.591656,2
7.748136,-9.982497,8.635346,6.712855,4.530004,-3.108419,1
11.267269,-7.572400,10.806041,-0.766330,-1.221150,-4.625873,2
-7.986844,-7.792384,1.148861,-9.634126,-2.640664,6.783133,4
5.324509,0.471726,0.837593,3.787094,-4.752432,4.740486,3
-6.528896,-6.059381,-5.690568,-0.643726,8.144939,0.688181,3
9.368584,-0.970495,-7.320257,6.556926,-6.314501,2.922023,4
-1.294311,-10.783093,-7.715948,-9.227361,5.784768,-6.730624,1
7.517644,-7.689801,10.278411,1.916309,-5.645133,-4.052613,1
-5.596644,-9.110145,-1.058735,7.142216,-3.390727,8.054563,0
10.677260,6.053574,5.677851,-3.736776,3.113541,-7.031223,4
9.570303,6.821375,6.201309,0.842786,-4.692824,7.595940,4
7.380328,-4.803676,11.551627,-5.312775,1.643513,7.275288,0
-3.902803,-2.137184,-0.088701,-8.800141,-1.978096,3.293270,2
7.129978,-1.868214,-3.830381,4.390794,-4.908239,-10.431895,0
4.669900,-0.054240,-6.913322,0.635961,4.385422,6.343823,1
-6.025670,-6.296405,7.610075,-4.521065,0.117517,-8.874606,4
4.322565,1.230061,-0.406042,-9.474913,-4.716021,-6.200435,4
6.045024,-10.089968,11.422470,4.067542,9.891355,-9.057952,1
-8.191450,-9.487463,6.840938,-9.302973,6.046488,-1.059564,4
11.815872,-8.216352,-6.138276,-8.536417,-0.209471,-11.403566,4
1.305536,-7.773410,7.769420,3.363273,-7.364800,5.611171,1
7.716140,3.371436,1.408666,4.092992,-5.715456,-3.919198,0
7.092654,0.189459,3.924126,5.308930,4.567248,6.210372,3
8.422277,-4.422030,10.741940,-3.158580,-8.016871,3.974176,0
3.710757,2.453890,-5.875579,2.396349,11.171581,4.713924,0
2.181832,-3.687144,5.865106,-5.021040,-7.701227,-9.695349,1
-4.470622,2.846578,11.387943,-3.699840,4.015641,6.034777,0
1.964647,0.980323,-4.429635,5.159998,6.030080,6.620477,4
-5.970041,-7.485605,3.338758,-10.453727,0.616368,-10.048417,3
4.035717,-4.463752,2.419569,4.621284,-0.555086,-4.748278,0
2.266059,4.041793,8.867717,4.056382,-2.740025,-4.064666,0
-0.007074,7.851571,11.191338,-3.201587,3.679363,1.080657,0
7.692205,-8.861487,5.736683,-3.986866,2.527595,-5.167864,3
6.668442,-5.748454,10.527635,-10.133223,5.309770,-10.091670,2
5.784800,-4.973455,2.739384,6.167966,0.849379,-11.284899,4
0.953439,4.180757,9.458160,2.577445,6.587467,-10.201166,4
8.704706,-0.965175,4.361879,-0.478276,-2.296621,1.661333,4
3.457857,-10.618944,2.092287,-2.422779,10.894699,5.746375,1
-3.067524,3.828406,7.297478,-1.392233,-2.441254,-7.825186,2
7.715538,5.539307,3.937805,-2.623058,-6.311034,-10.773021,3
-6.740969,-2.156736,8.673268,6.256848,0.347815,-2.093738,1
7.038804,-8.332781,3.491211,1.368409,8.338327,-3.430224,1
5.428765,5.492226,4.042207,4.936348,10.588448,-0.292496,2
4.425045,7.709286,5.034476,-10.753330,11.545127,5.638077,1
4.507864,-6.835884,-3.106835,2.849910,-2.903203,-1.748627,2
-2.489771,-5.777183,11.698204,-6.320105,9.238442,-6.287793,2
1.331422,-8.512150,8.670558,-6.128205,9.470927,3.153636,2
-3.801513,-1.447202,-3.179948,1.433504,3.405463,-1.693176,4
9.843267,5.519370,-1.939917,-3.898126,-7.422441,-4.312197,2
7.032159,-9.899857,3.241163,1.976261,8.587479,-4.216787,4
6.678183,-2.764256,-6.567813,7.834600,-0.519023,6.166068,3
6.971864,6.862948,5.555890,6.482502,2.318937,4.230353,0
0.585483,8.031352,-3.121816,2.350120,-1.767106,5.114726,4
6.978679,-10.279549,-3.758027,7.727382,-5.717771,6.433710,4
6.933704,2.208103,-0.466783,-2.306628,-7.596275,4.527308,3
3.004407,7.592040,-2.902567,-5.534386,2.968733,-0.991632,4
-7.226016,-8.512242,-8.232977,-9.928336,2.070270,3.049422,0
6.426738,-2.133711,1.327544,-1.613866,3.927325,-9.089931,0
1.278823,1.537608,8.319800,3.405873,-5.966013,2.853517,2
-6.886070,-2.401915,11.495629,6.858266,4.239906,-4.623441,2
11.433891,-2.593997,-3.141382,-4.510244,5.930532,-10.625960,4
-6.511663,7.611979,9.246194,7.257514,-6.980413,-10.427116,0
-5.415271,7.932557,6.586277,7.127184,1.708152,7.353432,1
2.431403,-0.532717,6.491963,-8.589974,-0.854606,0.808183,1
-1.455275,-4.688059,5.163924,-0.563335,5.639068,-2.814297,3
-3.009403,-8.513512,6.043858,-5.436056,-7.907961,-9.527132,3
8.795654,-9.030829,-2.448030,-3.935479,8.264954,6.600023,0
-0.002379,7.986052,2.432701,-2.975455,1.160566,2.662082,1
5.114774,5.961699,-7.207830,-8.734339,7.137713,-6.645192,4
-1.312454,-6.193024,7.210253,5.704770,-2.829659,-4.611297,1
1.140798,1.349238,7.623128,-8.416684,6.096625,6.263159,4
-7.569021,-9.149712,-2.534688,4.258935,4.174637,2.040702,1
11.252881,3.085703,-3.928398,-3.269368,4.642261,3.411793,2
-2.346341,6.559805,4.749884,-11.941734,11.010072,0.339432,0
0.196822,7.537009,-3.689560,3.548852,7.035858,1.555714,0
8.775203,3.385649,-1.801829,-5.355040,-6.222001,-11.455202,3
-4.903743,-3.202615,8.337463,4.397750,-0.622721,-2.219952,0
6.360885,1.376091,-3.155025,3.507497,5.606187,-11.497056,0
11.035367,-0.807726,8.406057,-8.698915,-5.978914,6.450309,0
-1.005664,-0.013242,2.983667,4.047021,2.741853,4.883830,2
0.488324,-4.698802,3.905432,-4.283551,10.206256,7.581855,0
11.171219,-8.319164,8.899729,3.279488,-6.033785,-10.671025,1
-7.182898,-10.562263,-6.882673,-4.014316,8.329573,3.737061,2
-6.866912,6.284827,9.885716,4.129563,6.798437,3.075122,3
-7.004893,-3.172345,-2.552183,-7.475104,2.982057,-1.368177,0
8.858934,-10.148787,6.797111,3.944679,10.692840,-11.593855,4
11.371485,-2.212521,-5.979162,7.253725,9.854698,-6.085343,3
-4.976142,-2.191365,-4.584054,-8.895263,-5.203871,2.095041,4
10.985576,6.374278,9.345507,8.006326,5.400565,1.975375,1
-7.525703,-4.917245,7.172739,-10.539466,5.575136,2.190672,0
-1.031128,6.817266,3.123899,0.257835,8.262568,4.229169,3
-7.554416,-5.848407,-7.710851,0.610278,3.257979,3.806720,1
-4.283144,2.420566,4.575259,-4.771264,6.077651,-9.792967,3
6.277821,0.812050,10.042915,-4.355783,-5.053003,-9.104307,2
-4.049042,-2.460739,-6.662069,0.817777,0.262161,-3.732070,1
4.999891,-10.634288,-3.883392,-11.498534,6.232421,-0.122189,1
-3.795099,-10.959040,-1.014188,1.429324,-0.290306,4.095368,0
9.020813,2.724091,5.991916,-4.620629,9.436238,0.609015,3
11.907386,-1.552125,-6.331841,-9.767037,-0.714088,-9.501747,0
0.663674,-1.944654,7.535562,6.089753,2.335145,-5.502654,1
-2.490485,1.065713,-5.908483,-2.989057,-2.242066,-3.752749,3
1.141941,5.105776,-2.633522,0.534009,11.002548,-8.673870,0
1.913874,-2.362784,-4.482466,-5.885572,3.107981,2.100269,3
-7.418279,-8.643281,2.400633,-10.796810,0.669542,-7.702808,3
-3.805879,-9.409823,-2.452337,4.896368,-5.306015,4.428438,3
11.518211,-5.130157,-6.833278,-6.397766,6.495562,4.001116,0
-6.708151,1.601906,2.074259,-6.567478,-0.242242,-11.158007,0
0.105915,0.035163,8.385591,5.688652,3.995283,-10.256318,4
0.049867,1.874421,7.584394,-3.466722,-6.776505,7.399519,1
11.487746,6.009347,7.885633,7.512468,0.742705,-8.305851,4
9.231881,-9.999310,7.318697,-10.158251,3.045989,-10.390567,3
3.426137,-9.786190,5.595126,0.472751,3.635008,-9.347205,1
-5.221237,4.089451,3.138697,-12.445773,8.780131,4.386265,2
11.538994,-6.379769,11.667796,-7.562101,9.278121,8.163432,3
-4.754228,5.988023,-2.538104,5.119040,7.725504,4.124245,4
-2.214476,6.990845,10.696226,-10.095059,9.281017,3.826483,2
-1.739472,5.079921,5.938804,-1.883442,-1.572598,-5.244456,3
4.218755,5.264798,4.416954,1.975028,-5.760591,-8.631204,1
-6.468515,-10.087187,0.024857,6.438023,-1.723924,0.402395,4
7.916831,4.180998,1.380293,-2.614419,2.373855,5.466615,4
6.571043,4.749898,-1.775008,-8.174208,-5.660124,-10.405001,4
2.816725,-1.192092,-2.789678,-10.637165,4.316724,6.908364,4
-3.865754,2.209477,-1.788492,-9.944559,-6.062524,-6.638648,0
-4.100759,-2.504392,-2.349375,2.672817,8.269347,-10.712878,2
-4.332179,-8.404571,-6.248618,-10.163923,-7.045854,2.320766,2
-4.160671,-6.834682,7.342390,2.847686,-8.042331,2.629579,1
-4.292187,3.414438,-8.079689,-10.192266,6.597441,4.833040,2
-5.871556,1.723811,5.667485,3.852066,-4.554993,-6.734241,3
-3.535656,-3.485784,1.320535,-10.493524,10.790024,5.639652,4
8.143554,-11.487207,-4.298632,3.176295,7.586791,-0.965259,4
10.026409,-4.571857,6.091594,-0.597584,-3.267615,-2.961598,2
8.760922,-11.012085,-6.855702,-8.428745,-5.502152,0.969621,1
-2.459132,3.127047,-2.104058,-8.854962,8.871397,-5.455865,1
9.882368,5.072446,-1.710486,-2.560327,7.830841,-3.714775,3
-1.379317,-4.503880,-0.508967,-5.537695,8.479977,4.860071,2
-2.994598,-7.585765,-5.712485,-11.971549,-2.725195,2.773535,3
6.121198,5.743347,-4.993443,-2.613888,8.776786,4.506177,0
8.556827,-5.429641,-5.850625,-5.950004,7.320213,-1.913984,3
-7.252173,-3.754999,6.808546,-7.357714,9.817606,-5.154778,3
1.680098,-9.142181,8.076448,1.319615,-0.832166,3.136218,4
-7.499562,3.929924,-2.439570,-6.365511,-5.208567,-0.830009,1
-2.871990,6.969618,2.212413,4.537209,10.564552,-11.127061,3
-5.522469,-5.779517,8.444517,-9.973595,-4.002065,-7.398420,4
2.606769,-9.436335,-1.269710,4.793815,10.477859,2.703785,0
6.289138,-2.526846,10.210718,-4.428808,-5.708578,-4.200316,0
10.624524,7.939108,11.527516,0.317755,11.409416,-11.145474,1
-1.435968,-3.519680,5.437278,2.613517,-3.484395,-8.473583,0
-7.264364,-0.468246,-1.764895,-7.073605,-2.184800,-11.583186,1
11.199802,-8.021388,-7.473745,-4.274838,-4.871153,1.830285,2
5.936749,-9.687374,1.699083,-1.928056,2.583561,3.107607,4
6.696457,0.209155,5.729847,-8.138205,-1.326373,7.961081,2
5.220359,2.657588,2.668702,1.184577,2.199575,1.659812,3
-5.488581,3.636308,4.557265,-11.961663,-7.824789,-1.134749,1
-2.270806,-8.548059,9.163705,7.102100,9.476268,-1.869513,4
6.855569,-10.244563,6.799755,1.965178,2.962688,-6.271046,0
3.939583,-1.586727,7.866551,-11.876076,9.584899,-2.721160,0
5.947959,-5.073332,-4.011562,1.092379,6.748679,-4.971730,1
11.846939,1.730764,9.559091,-10.666206,6.431598,2.173407,0
1.880206,6.467626,-5.419364,-5.538570,3.512760,1.572194,0
-4.599407,-8.096874,-2.928992,-8.383368,9.367144,-7.127754,2
7.181006,5.987670,-7.615483,-9.866722,-5.080660,1.907478,4
-6.204644,2.197267,4.796283,1.718644,10.119410,-3.009969,3
4.692834,5.679467,11.901993,-9.069887,6.122991,5.696142,0
11.681407,7.319542,-2.716436,-3.540632,-3.685373,-10.676080,2
11.145690,-11.476998,-7.499181,-0.097652,8.854523,-8.123317,4
3.062790,-1.831659,-6.836601,-10.742245,1.252929,2.410230,2
6.015611,-3.752874,9.153696,-0.751611,-6.893905,-10.351970,1
-2.451409,-10.129631,5.606969,0.376450,-1.049332,-8.544331,1
-6.764448,-7.155994,7.193734,5.651648,3.870024,3.864090,2
11.378843,2.921528,9.201817,5.360653,1.630471,-4.246356,3
8.568512,-6.488677,1.150242,-3.535050,3.968626,-1.912584,4
7.442421,5.700185,10.600832,-8.813738,-8.059397,-8.288631,4
-0.275369,6.620659,2.809466,-9.848043,8.881081,8.206943,2
1.082568,1.536727,10.059564,1.156727,-6.976588,-4.833800,3
-6.564311,-5.478372,4.292456,7.380130,-5.349238,-7.347173,3
-5.672616,2.143405,8.035857,-2.877165,6.494958,-3.847683,0
-6.557603,-4.948027,3.366486,-7.701327,3.729914,-1.118251,2
9.905681,-7.321780,-7.330038,7.839533,9.332273,-7.311994,0
9.532620,-8.034351,5.887761,5.658388,-5.374095,-10.931435,3
2.592119,8.536542,2.036176,-11.457009,7.679943,2.403239,2
-7.941442,4.482312,-1.191527,-9.110008,10.042678,0.859312,3
1.619691,-8.658877,-0.832991,4.565573,-2.022749,0.817343,4
-5.501347,-0.154695,1.313505,-4.484319,3.493006,-8.997011,0
11.331053,-9.517041,-3.421560,-9.422137,-3.182327,5.467064,4
1.473771,-2.450946,-4.539909,-8.720152,-5.369233,-9.774686,3
-1.959962,-4.351857,-0.197313,4.067086,11.218620,-10.057832,0
5.932958,3.050741,7.278946,0.969980,-0.250123,3.901057,3
4.422464,-5.961073,-6.444464,-4.398965,11.179931,-5.647994,3
4.900089,4.123078,-4.272367,6.366433,-3.257689,5.689483,2
7.775899,-4.894389,7.237673,7.038276,-4.380031,-1.903533,2
10.089635,-4.234484,10.295889,1.656093,-8.569113,-9.906683,3
-5.051614,0.420970,8.165241,-6.160021,5.048455,4.361255,1
4.926483,6.413824,1.354390,2.975857,4.135385,-10.108125,0
9.715008,-10.312914,-4.096345,-7.007181,3.987479,-8.968695,1
8.484573,-6.029803,-2.584274,3.192081,5.897812,2.360802,3
11.082532,-7.602628,-7.863431,4.161806,-5.128467,-9.395718,2
10.288366,5.841091,1.434430,0.177095,-1.023620,-7.222481,4
-7.223842,7.263838,10.227342,-9.550231,4.796242,-6.950073,3
11.650840,5.180109,2.574363,0.058373,2.485000,-1.282254,1
10.366082,3.723636,1.634761,-3.313727,0.767426,-10.233270,1
-2.341127,2.527637,-1.448129,-3.629200,2.284128,-9.563446,4
8.057366,-6.454164,-7.597672,-10.366824,-3.788176,1.490034,2
0.634354,-9.547992,6.638200,7.211438,-8.144229,-4.280484,2
11.449146,5.593367,10.985273,-5.938104,0.727213,1.592489,1
-7.799546,-10.800378,-1.045295,-1.256210,-5.132702,-8.061959,2
-0.232685,2.623493,-2.515997,-6.642886,-5.356957,0.734157,1
-4.983203,-8.558402,-0.757316,-8.521763,6.535618,-8.313871,0
6.418848,2.321942,-3.550740,-2.754750,8.602583,0.567128,1
-7.406833,-10.624958,-7.063723,-4.585949,1.900480,-1.036107,3
10.681129,3.221426,-0.823586,-3.479255,8.268583,-0.730475,3
3.615576,2.395496,-6.879275,-5.379899,-5.453005,4.603315,3
10.408637,-11.116609,4.105437,5.642430,7.254183,-10.314666,2
-0.414699,-6.927416,-8.472813,-1.364080,-4.907639,-7.431846,3
1.139934,-11.215623,-4.614699,-6.336685,6.463106,3.344069,0
-7.414382,5.679477,-4.652083,0.276812,1.662392,5.959188,2
4.898887,3.539918,-7.552694,-1.164230,-1.534508,1.059328,1
3.855117,-9.032385,0.722362,-2.311144,1.637719,8.448258,2
-0.087634,-2.988711,-0.137421,0.397139,0.034523,-3.715941,0
-6.432656,7.467069,-4.299414,2.248212,2.597554,-5.201548,2
7.791244,6.847255,-4.768831,-3.522979,5.559226,-6.227127,0
-2.215688,-3.370813,10.097505,-6.120247,2.090871,-2.962720,4
-2.511221,5.129329,-0.452290,-11.431466,0.795911,5.456500,1
-7.604560,3.258790,-6.763646,-11.002209,8.202898,1.411491,0
-8.107431,-7.916209,-7.893274,-3.216122,0.979109,-2.432375,1
5.431489,-10.875744,-6.130049,-7.940781,-2.286782,2.613131,1
-1.758497,-3.007920,3.113639,-6.104007,8.443926,-11.349863,2
-4.582015,-3.299376,1.845137,-1.083800,-5.274063,-3.239137,3
8.913513,-6.987271,5.275202,-8.029026,-7.837027,-6.893538,4
9.706714,8.013656,5.663962,-8.603535,8.817788,6.616174,1
6.133851,-7.142342,8.453424,-10.601833,10.865631,3.177261,2
0.098619,-6.018018,10.430028,-3.439309,-7.885248,3.063133,1
-4.156822,-10.027874,3.830125,7.354718,11.451932,-3.243927,0
-1.611650,-8.622191,9.676503,-9.950188,-3.393496,-8.248815,4
-1.321713,-7.560805,-2.788608,-7.917177,0.219390,-9.007586,4
-0.609102,3.765810,7.355072,4.994952,6.326032,-8.430132,0
1.378945,-0.540097,7.853502,6.318039,0.389411,-2.596251,3
8.249270,2.171474,-2.656333,-10.509345,1.708917,5.888429,0
-2.993911,-6.397227,-1.043586,-7.350033,-2.600697,-9.000501,2
1.898002,-6.704233,8.006788,-3.411562,1.913242,-9.834669,4
-6.916562,-9.753332,-1.737557,-5.880299,-0.919689,-2.284443,0
6.909610,3.891974,4.152872,2.947154,-7.732070,-11.975682,4
0.412248,-10.626429,11.366457,-8.310504,2.507316,4.314674,2
-4.328855,4.725469,-7.225886,1.064961,-3.696428,4.602841,2
9.365306,-9.751905,2.651628,0.490000,0.291234,-1.737357,1
-0.665929,-10.196129,11.034137,-6.132555,7.608904,7.146170,4
-3.184876,-0.770168,1.680412,2.952289,-2.255660,4.180145,0
0.295340,-1.055354,3.236809,7.536821,-0.621097,8.360350,3
5.576080,-10.228189,8.150071,7.979754,-8.307864,-6.275834,3
-3.352954,-4.635813,4.377060,-8.156925,-0.476241,-6.848158,1
4.901095,-4.509224,9.027778,-3.063664,-0.621048,1.900407,0
-0.708229,2.981666,8.250748,-2.752912,-0.312561,-7.080756,3
6.505445,-2.069313,6.879682,0.163911,0.925248,6.282577,0
2.890028,2.274926,6.628130,-10.471160,7.424998,5.485443,2
2.285550,5.774284,-0.034056,-1.647594,-1.782375,-1.263577,4
1.367725,-9.850631,9.947816,6.464370,1.274981,-11.456213,1
5.328235,-6.877550,0.142131,-10.372626,6.392240,-4.007890,3
7.549346,-5.137259,2.595533,-10.247174,-7.132009,2.129296,0
-4.902561,-9.786367,-2.911722,-8.889074,-5.349404,-10.306189,4
-7.808843,-1.062515,-0.589129,5.930432,6.065837,1.254298,2
-2.177062,0.137391,6.047614,-9.475496,-2.733701,7.133707,4
3.080920,-5.868158,10.057420,-1.390399,2.329563,-1.289729,4
8.507677,-8.015435,6.101984,-2.748699,-4.010571,-6.569372,2
-5.566801,-8.029187,9.151004,-1.130302,-0.435795,-9.748883,2
-8.490991,-8.214093,-1.515347,0.742514,10.993829,2.160873,3
3.641458,-1.326567,-3.824151,-3.510297,-7.689545,-3.281879,3
11.260972,-3.590837,-5.190333,-11.353183,4.250017,-2.463788,0
-0.907811,4.948306,-7.612885,-1.419487,4.894220,8.214730,3
-0.578756,-1.881109,-3.312550,3.571044,5.811046,-11.225693,3
5.272051,-4.033193,-1.001655,6.872375,-7.694086,6.565143,0
0.639180,8.159337,-3.399213,3.085444,7.992737,8.045409,0
6.363863,-1.625516,11.491329,-5.152660,5.756239,1.771685,2
-6.389526,-10.485378,9.363602,-6.083162,-8.310214,3.741531,2
10.095745,-0.309300,10.238423,7.748296,-1.504475,-2.652035,4
7.068395,1.798646,5.292150,0.805001,6.831903,-4.220505,1
-7.964451,-0.752883,0.396097,1.355042,4.871299,-4.203044,2
-1.056670,3.925875,-8.266356,3.527117,-1.333334,2.926019,1
-6.429157,1.290599,-3.348519,-7.090064,0.232120,-1.965902,3
-4.895589,-8.297180,-2.909688,4.134018,-6.006973,8.205989,4
9.931394,-7.459210,-7.159774,2.418044,-3.208260,-4.061131,1
10.364832,0.256532,0.009616,-1.175942,2.839086,-5.231318,1
6.504895,6.726294,0.586344,-11.794592,11.600139,8.140213,0
-8.203012,-8.630906,6.352341,3.883101,4.253620,-10.161843,1
-4.565442,5.023446,-3.147927,7.134649,4.798029,0.544463,4
-1.040633,4.413301,2.113544,-10.750149,-5.674604,-9.843509,1
5.653299,-7.655871,6.532284,8.016680,5.891568,-0.443316,2
-4.506950,4.689151,7.380841,3.158282,3.738664,-8.476376,1
3.438370,-0.744200,-3.641158,2.249826,3.142569,4.134234,3
7.767037,-11.121423,-4.825139,4.318840,-5.760608,4.638390,2
2.621643,6.797684,4.560213,-6.461305,8.506724,6.137402,3
-2.938226,-0.037574,-1.555577,-2.383089,-5.845699,-10.232072,0
-4.995361,-7.399171,-0.589683,1.294476,3.996045,0.377628,1
1.096400,-6.796647,-7.955969,-1.792452,-3.803419,1.870276,0
2.491101,-6.820415,-0.283142,-9.519584,-5.220469,4.668745,2
11.250894,-0.351627,-2.379887,-5.856361,6.347504,-5.097235,2
2.297944,-7.968312,5.611887,-5.345527,6.058898,5.061385,4
6.961287,-4.853470,5.554741,-5.636406,-7.814280,3.398131,1
5.452241,-1.170862,0.204734,7.946589,-0.040174,-10.592400,0
-8.412102,-11.209530,-0.640489,-3.775318,9.134370,-3.098272,1
3.545281,0.059120,-7.969928,-7.148035,8.562207,0.021111,0
2.867806,2.416375,-8.228645,-8.731528,-3.676995,-10.722302,4
0.819418,0.801474,-5.268087,-3.532064,4.573477,2.270879,1
0.152191,-10.186010,1.249972,6.691217,-7.545420,-9.167161,3
-1.502201,2.300898,-6.196092,-4.111153,5.193854,-7.030748,0
4.318550,6.647123,3.268944,3.586976,3.860168,7.015806,1
3.299434,-9.492563,6.059335,6.709152,-6.058891,7.715676,4
-7.672607,-5.855129,3.748671,3.106402,-5.447727,-0.830140,1
-1.907819,-0.493771,6.372002,7.939167,-4.161708,-10.140385,3
2.775010,0.601797,-8.307053,0.954996,-4.459696,1.035465,0
2.992769,-11.417179,-6.934071,-1.481390,-6.143893,-7.190083,4
3.366499,3.113606,-7.033257,-2.788607,10.025078,-10.514158,4
-8.535045,-8.637101,0.428525,7.555320,10.370964,4.626284,4
-0.679139,3.183526,9.622205,4.343585,-4.291337,7.928248,4
-6.935416,-3.693090,-7.137709,-10.305107,-4.661015,-4.122759,4
-1.079041,3.655423,3.930811,-5.155540,10.889406,4.395896,0
9.777668,0.074169,4.896231,1.058936,4.762981,-6.688878,1
-3.169317,6.276263,0.457196,0.137209,-1.180240,-3.918484,4
-4.654595,-7.532593,4.411849,-9.811661,7.333776,0.753191,1
-7.961336,-10.980701,-0.639142,-2.411555,11.023922,-5.182365,0
4.281445,-0.581638,-1.741583,7.072651,11.584476,-3.403365,0
-1.774393,1.424365,5.923132,4.592665,-6.726169,-8.877341,1
-3.698274,6.143929,-7.843964,3.943662,-6.631215,-3.787854,0
5.171843,3.798576,-8.093031,-4.803017,9.226540,-8.386267,1
4.422791,5.147633,-0.399657,6.379843,10.752089,-10.567384,4
-0.076861,-9.047541,-2.003252,-4.366378,9.776306,-8.032785,3
7.504939,-7.141284,-4.719100,4.975889,0.827019,-4.480834,3
2.562078,-2.525523,-3.176811,5.767340,-4.120391,8.480674,3
3.321983,-6.140178,-7.233292,-5.473654,3.285879,-7.517912,0
0.526265,-4.473962,2.640715,-2.347416,4.773390,2.382915,4
3.644950,-6.241792,8.173058,6.919928,-4.812949,-9.508929,4
7.158853,-0.677024,-6.783317,-5.049882,0.952030,-2.538223,2
-7.414075,8.380579,-5.138628,-8.612688,1.969416,-1.698763,4
6.886379,8.331318,3.296316,4.768079,0.714674,7.808994,1
0.243446,-10.343285,-7.389279,3.844862,5.502602,-8.006040,0
-2.939327,3.378068,4.862813,1.663614,7.842548,0.956468,2
-7.568460,2.406574,2.550040,-3.438968,-3.903766,3.103789,2
-4.518920,-5.786065,-1.906638,-10.911018,5.839594,0.388612,1
-4.471623,-2.596831,-7.270260,-9.013082,3.426837,-4.887127,1
9.234722,-1.478752,5.718569,-3.804155,-1.314404,6.360335,4
-2.396623,3.827775,-5.513774,0.316761,-0.846479,7.987327,1
-8.382825,-2.194632,7.283575,5.298744,0.793658,-0.422239,4
-3.092730,-10.523401,6.799172,-2.760952,-6.087825,-7.214063,0
-8.159066,-2.608124,-5.095975,-5.331686,10.499054,-10.371288,4
-3.264236,4.624693,1.246229,2.156963,8.820265,-3.592764,4
7.370965,-2.923576,6.426713,2.118872,11.002615,-9.972966,3
2.494386,-2.806278,-4.642613,0.162370,-1.451092,8.442439,4
3.512561,-2.754383,10.228789,-4.000570,4.479885,4.829202,3
7.834196,4.356643,11.078266,-5.740913,-6.528415,-11.536689,4
-2.363367,-10.085318,-3.461842,-0.835421,-3.618684,5.565159,1
-6.135183,-9.584005,0.768896,7.849423,4.030305,-0.490268,0
-7.596499,-7.285079,-8.106771,-10.004226,-1.728879,8.020488,0
2.941146,-1.480851,-6.748253,-8.145136,2.298352,2.848082,1
2.535176,-4.938284,-3.373127,-2.428617,-6.262415,-3.934615,1
-8.384208,8.188359,-7.797215,1.534607,-5.622440,4.961940,3
-1.185513,-4.308841,1.957189,-7.179252,-2.884404,2.517699,4
2.072491,4.419581,6.919354,8.172200,-2.637127,-4.893026,3
-4.037283,5.678011,-7.948226,-1.122106,8.545775,2.447438,0
