class,x1,x2,x3,x4,x5,x6,x7,x8
0,201,32,29,83,150,46,9,53
0,247,30,81,209,121,208,19,48
0,4,41,46,151,166,214,207,76
0,34,61,100,26,122,228,154,162
0,65,33,102,207,15,208,153,110
0,143,70,23,13,219,82,204,56
0,135,36,175,35,149,179,100,52
0,212,137,104,215,54,207,248,85
0,105,30,70,238,166,153,158,21
0,170,133,190,20,137,144,134,117
0,144,6,24,118,116,255,133,42
0,134,92,18,157,100,165,24,65
0,252,7,206,195,162,177,45,145
0,224,234,7,147,101,218,73,8
0,148,126,243,42,21,190,88,42
0,165,146,36,203,112,157,27,62
0,223,146,87,7,116,126,5,225
0,249,67,137,143,230,124,78,4
0,119,29,175,31,37,160,174,89
0,135,10,58,61,219,169,153,192
0,126,157,224,46,68,114,214,161
0,208,87,213,172,210,114,133,138
0,51,235,80,80,88,153,117,220
0,137,151,172,189,7,155,239,210
0,145,161,72,118,101,97,213,83
0,241,147,193,208,224,46,251,213
0,66,56,0,221,96,169,24,252
0,156,101,216,80,252,132,206,42
0,76,1,128,247,222,47,206,16
0,208,0,128,124,66,218,93,115
0,40,178,144,208,187,35,24,101
0,223,119,114,32,232,64,88,150
0,135,190,22,205,227,169,127,101
0,16,214,32,176,170,85,102,210
0,50,229,168,133,30,54,5,86
0,158,30,249,155,96,201,201,62
0,126,108,7,81,5,179,62,56
0,122,194,161,141,153,152,77,58
0,235,147,173,51,102,114,31,3
0,41,170,97,46,53,117,154,10
0,1,132,114,30,205,190,143,62
0,150,12,7,120,208,163,155,48
0,29,24,193,136,166,84,113,21
0,40,238,172,42,49,104,180,250
0,214,98,11,239,228,238,25,58
0,195,57,84,16,55,233,154,120
0,16,119,197,23,214,74,17,91
0,248,211,200,213,240,66,159,15
0,31,45,39,21,19,253,155,183
0,55,103,172,88,162,205,93,250
0,130,47,230,255,227,169,85,48
0,117,226,250,10,76,85,133,48
0,170,194,4,128,120,54,167,218
0,28,77,168,88,161,128,129,174
0,88,97,76,30,146,245,154,131
0,135,128,133,124,103,101,103,248
0,129,21,233,222,82,238,228,234
0,194,157,168,145,121,48,220,44
0,149,250,114,113,134,29,8,91
0,175,208,161,241,158,237,206,202
0,198,164,28,124,1,208,129,25
0,177,222,201,214,5,87,180,72
0,211,113,37,16,178,119,164,218
0,57,89,49,214,69,131,92,144
0,167,241,132,222,189,201,110,218
0,30,108,252,177,33,206,125,43
0,154,189,100,51,60,132,42,87
0,138,39,78,203,247,94,234,6
0,250,145,195,20,21,223,85,144
0,95,128,234,114,173,254,77,248
0,113,85,69,96,16,159,106,27
0,176,85,29,174,219,135,113,9
0,224,115,231,203,115,214,140,119
0,47,127,14,51,201,158,88,153
0,30,207,229,104,30,36,200,190
0,212,189,204,203,252,236,164,225
0,154,190,24,45,100,92,32,67
0,42,69,95,101,221,233,85,144
0,207,92,141,96,146,108,162,244
0,201,137,100,190,174,205,234,135
0,137,179,193,253,160,157,207,180
0,240,29,95,17,71,159,1,150
0,125,175,99,124,151,155,11,58
0,211,210,28,36,78,244,236,9
0,117,216,185,104,166,208,216,131
0,50,201,29,24,43,236,202,150
0,201,206,107,217,184,113,172,210
0,97,0,28,11,7,176,174,183
0,99,131,105,238,80,113,29,237
0,116,192,9,49,148,152,222,248
0,222,67,17,214,178,113,132,200
0,61,29,72,7,33,21,19,76
0,107,25,149,125,154,22,1,25
0,201,165,10,203,161,244,62,251
0,161,103,173,96,85,176,30,44
0,3,103,100,79,217,175,238,225
0,222,24,100,23,6,97,92,128
0,110,61,184,81,153,117,245,135
0,68,102,112,126,42,54,48,238
0,139,103,250,126,69,39,145,119
0,4,247,103,255,191,54,6,80
0,137,230,132,42,60,249,27,254
0,53,16,28,46,228,167,162,91
0,52,24,114,81,26,73,247,198
0,204,245,112,59,169,113,98,20
0,141,46,14,134,68,225,37,192
0,39,189,151,30,180,38,172,117
0,65,31,251,213,48,202,234,123
0,24,255,28,104,144,131,43,232
0,208,179,193,23,112,22,73,27
0,80,149,249,136,147,214,19,131
0,49,221,110,214,48,169,129,183
0,48,47,103,172,3,66,129,250
0,230,47,181,134,112,147,70,58
0,255,232,2,153,226,244,31,124
0,204,239,9,104,134,152,117,138
0,126,180,128,5,71,215,100,166
0,119,148,100,166,103,113,251,210
0,255,169,221,162,162,131,180,28
0,105,85,123,232,252,17,104,232
0,12,190,13,73,9,236,152,138
0,155,87,200,253,191,94,110,83
0,92,97,126,142,166,128,77,245
0,163,205,167,20,39,54,164,245
0,19,119,216,205,156,181,222,101
0,148,186,105,242,227,100,126,76
0,130,103,158,151,192,113,96,113
0,126,87,147,63,65,27,85,129
0,76,34,96,209,37,52,123,81
0,94,90,7,129,11,233,94,174
0,57,251,58,177,115,225,241,66
0,116,234,181,108,36,66,105,161
0,112,116,224,242,211,196,171,158
0,0,200,122,251,150,191,49,88
0,161,140,206,204,254,183,162,87
0,154,251,209,220,5,136,138,67
0,76,103,61,213,166,159,179,20
0,30,25,94,52,55,208,69,201
0,210,146,172,151,238,131,213,209
0,79,120,76,189,28,85,153,92
0,208,5,161,97,116,59,220,26
0,170,134,56,124,208,172,130,173
0,255,217,76,140,57,95,231,85
0,55,52,214,11,164,224,248,190
0,71,21,161,131,178,169,184,180
0,0,107,83,64,80,114,204,62
0,141,140,209,5,36,68,227,248
0,87,144,29,33,43,226,202,213
0,47,189,164,249,5,69,138,131
0,68,224,105,61,251,65,78,192
0,65,178,144,83,71,181,78,42
0,224,232,77,200,95,176,61,143
0,255,160,21,102,121,207,182,85
0,9,240,161,12,138,219,7,9
0,187,148,196,62,53,52,73,144
0,40,33,96,36,161,30,77,78
0,154,204,47,241,115,132,6,62
0,50,46,119,36,130,228,153,129
0,82,176,180,232,235,207,215,21
0,208,174,85,46,127,68,222,209
0,60,78,116,102,115,92,71,138
0,110,61,13,198,162,193,106,9
1,40,223,63,186,199,144,22,95
0,251,199,137,239,117,228,29,178
0,181,232,10,164,63,246,27,56
0,249,16,86,205,168,228,6,28
0,60,170,16,162,83,16,166,138
0,246,212,243,184,168,15,93,62
0,148,96,193,82,148,30,56,48
0,13,119,132,222,246,159,151,149
0,149,72,203,80,226,169,154,154
0,46,94,36,51,112,175,127,9
0,13,205,76,192,211,92,78,62
0,127,87,103,87,245,186,244,51
0,137,226,10,240,228,181,188,27
0,201,205,11,113,16,153,26,126
0,126,232,217,249,151,223,126,107
0,248,157,56,64,41,106,213,119
0,240,103,236,177,102,32,71,82
0,81,85,39,5,203,70,19,48
0,66,64,105,177,178,34,249,121
0,255,119,193,83,87,246,8,145
0,153,242,227,5,8,87,109,152
0,68,118,252,95,84,113,154,251
0,62,14,38,80,160,126,154,72
0,125,54,76,189,115,159,1,202
0,121,25,229,102,55,165,203,151
0,235,13,107,213,203,152,191,103
0,83,16,179,157,178,64,134,29
0,97,222,70,161,88,52,161,44
0,181,10,106,94,120,157,175,174
0,47,42,45,211,88,66,188,142
0,167,223,100,151,38,27,206,50
0,13,135,2,131,11,30,99,198
0,27,119,114,31,44,82,26,33
0,47,169,55,124,115,201,123,150
0,69,18,58,80,152,226,29,254
0,37,208,2,80,175,96,105,226
0,141,134,7,222,169,117,80,248
0,154,189,81,136,26,25,17,31
0,77,44,88,189,188,246,77,157
0,223,60,20,23,236,112,202,223
0,154,86,187,230,207,48,90,42
0,148,146,105,162,126,244,162,107
0,47,4,212,247,192,126,30,254
0,144,60,202,155,5,190,94,91
0,133,89,34,7,62,177,80,252
0,211,189,107,203,201,255,141,66
0,103,190,65,91,224,208,19,10
0,216,39,215,114,116,246,1,62
0,16,92,128,30,219,157,45,71
0,67,87,119,241,169,225,245,93
0,227,208,59,192,240,66,154,91
0,88,20,205,177,245,66,10,11
0,26,217,166,64,130,151,145,62
0,3,77,77,78,65,101,24,150
0,219,164,255,98,26,246,70,0
0,48,164,229,245,86,175,103,95
0,211,59,209,128,73,223,220,158
0,201,112,156,45,69,223,70,231
0,139,165,119,51,161,246,24,234
0,197,72,28,200,151,87,200,37
0,117,112,49,210,66,225,10,241
0,8,94,234,213,87,117,94,213
0,211,101,29,118,151,45,211,42
0,193,49,172,129,23,130,126,155
0,97,57,252,6,55,169,141,110
0,40,54,89,118,156,16,206,221
0,181,208,81,86,178,119,15,166
0,114,24,81,202,64,85,234,143
0,14,67,217,42,240,81,124,161
0,219,249,103,214,240,255,90,62
0,30,50,154,215,61,249,133,107
0,105,190,76,23,98,87,28,178
0,68,130,181,118,8,181,234,165
0,40,103,23,94,164,222,169,9
0,128,49,47,225,127,117,27,198
0,86,244,151,198,232,132,103,249
0,101,224,202,189,232,176,166,117
0,91,106,246,157,5,244,71,44
0,117,61,8,5,206,67,173,198
0,70,21,114,134,0,132,39,81
0,50,90,105,195,95,166,161,213
0,193,18,243,59,211,113,154,199
0,30,89,204,161,227,196,79,150
0,130,94,56,241,233,64,128,156
0,47,107,197,254,37,69,19,14
0,73,16,129,205,26,244,238,174
0,254,210,160,217,148,73,70,188
0,126,20,197,141,151,160,103,87
0,133,131,123,29,122,82,63,29
0,17,155,144,208,219,67,88,40
0,126,30,105,23,200,58,5,80
0,255,87,233,91,121,249,23,6
0,175,78,77,24,228,131,90,12
0,97,197,224,118,228,227,30,151
0,70,112,222,161,125,139,139,57
0,141,166,85,31,0,112,180,119
0,91,33,36,80,122,22,83,231
0,3,224,201,239,19,85,101,157
0,47,153,229,95,36,227,29,71
0,90,27,11,141,122,158,61,162
0,137,103,9,87,227,132,165,223
0,10,36,70,176,174,39,26,118
0,179,10,201,224,120,236,83,15
0,61,164,72,85,255,126,185,3
0,0,28,137,83,246,233,61,192
0,66,199,21,214,240,67,222,6
0,174,25,91,80,55,39,117,59
0,12,71,26,89,219,159,21,14
0,214,80,153,135,154,87,103,108
0,133,175,20,161,7,246,222,241
0,107,185,76,130,209,10,244,48
0,61,156,77,62,120,119,110,199
0,113,160,76,251,202,248,94,152
0,240,98,216,210,48,45,142,118
0,173,147,196,241,93,255,162,72
0,86,196,36,162,5,164,77,34
0,210,195,20,88,82,242,62,143
0,240,199,222,21,60,30,248,152
0,31,39,47,127,146,11,22,209
0,132,49,128,75,30,55,236,80
0,244,235,56,86,178,1,172,82
0,149,60,71,203,50,97,77,221
0,89,137,173,134,20,237,138,71
0,126,59,197,126,139,225,39,16
0,60,244,20,143,152,246,94,25
0,164,224,212,205,65,229,154,248
0,240,85,28,242,22,250,167,48
0,208,199,161,131,53,67,37,9
0,133,176,181,186,143,181,111,41
0,208,119,39,88,191,113,169,9
0,126,24,252,186,0,214,62,59
0,148,137,215,34,102,104,35,31
0,149,60,245,34,205,208,23,44
0,197,92,28,81,129,123,29,6
0,173,132,39,152,186,130,154,255
0,66,144,39,214,226,55,126,74
0,130,28,181,19,102,36,138,50
0,39,189,206,34,211,246,19,91
0,70,52,137,220,166,141,178,71
0,27,236,100,153,4,159,172,72
0,50,156,181,40,126,135,23,138
0,50,128,229,192,240,146,16,234
0,199,131,160,75,4,226,3,93
0,95,71,233,55,152,25,87,34
0,141,85,195,25,163,157,126,124
0,164,54,39,85,98,186,70,95
0,116,39,123,200,246,45,164,44
0,119,77,193,64,88,131,19,9
0,131,196,193,166,37,131,130,213
0,116,166,61,45,126,155,94,250
0,70,160,177,172,240,22,110,48
0,26,86,105,6,214,97,27,241
0,47,86,76,198,129,193,23,174
0,51,111,219,200,9,206,19,63
0,248,47,201,153,204,114,224,39
0,112,128,142,130,21,55,244,19
0,185,64,174,214,8,82,116,28
0,31,87,76,214,126,196,111,155
0,210,208,199,57,176,249,167,192
0,160,109,172,16,55,108,69,129
0,92,88,28,23,21,97,141,175
0,126,56,158,176,232,159,153,210
0,243,238,193,211,115,179,166,124
0,132,119,97,55,221,249,24,48
0,155,36,185,44,66,38,122,127
0,80,10,9,151,197,64,202,71
0,75,52,129,49,68,218,134,209
0,112,85,38,203,43,223,39,62
0,91,167,22,80,9,22,3,131
0,117,24,96,199,51,73,1,214
0,226,56,212,13,211,164,130,25
0,228,212,220,118,75,179,138,62
0,86,10,25,23,116,126,129,129
0,181,47,181,255,69,226,204,131
0,145,222,3,187,15,159,147,208
0,144,199,37,114,63,39,238,119
0,47,250,72,255,126,64,78,179
0,3,164,36,106,180,207,48,91
0,255,202,76,222,9,54,94,233
0,26,71,9,29,88,22,180,183
0,71,130,230,145,55,139,154,225
0,208,72,76,46,5,249,206,229
0,59,197,55,253,68,85,181,244
0,34,208,56,213,252,29,12,156
0,75,20,63,118,126,134,162,180
0,147,83,34,116,189,29,37,81
0,95,18,4,12,19,243,8,43
0,67,197,120,85,219,54,159,71
0,13,159,83,211,151,246,15,109
0,47,82,14,82,6,157,181,245
0,98,190,52,132,127,93,240,28
0,19,208,162,246,76,117,220,241
0,255,32,39,213,188,169,85,192
0,87,71,181,117,230,205,181,233
0,225,175,172,213,211,169,254,217
0,66,69,202,174,131,238,3,80
0,248,239,97,166,19,58,89,166
0,213,135,96,143,140,59,177,38
0,57,148,154,82,160,208,92,198
0,27,103,72,196,165,38,180,112
0,181,202,175,140,85,244,141,130
0,128,253,77,91,61,189,5,245
0,239,155,41,11,97,51,167,91
0,100,185,246,175,120,46,153,213
0,137,157,12,202,94,223,204,158
0,21,105,157,211,115,117,206,95
0,68,181,39,213,238,113,154,48
0,68,109,172,211,204,157,218,0
0,187,24,39,153,93,238,164,62
0,213,146,119,143,189,233,26,199
0,119,5,201,143,211,30,164,103
0,149,157,214,217,115,152,40,245
0,232,61,119,135,151,179,223,213
0,135,79,72,214,104,246,99,233
0,48,126,229,129,105,184,151,162
0,60,88,204,209,189,67,29,223
0,212,134,201,30,217,225,185,49
0,95,47,215,128,129,175,40,246
0,112,207,55,149,200,246,206,9
0,199,78,49,99,101,179,181,235
0,255,157,169,13,126,207,244,248
0,2,208,201,217,163,152,39,91
0,22,146,143,253,187,233,78,107
0,129,98,128,126,96,25,29,118
0,148,155,97,16,44,226,222,44
1,16,197,14,197,197,131,1,142
0,51,108,193,88,55,177,43,196
0,108,195,229,118,153,176,184,238
0,126,253,167,45,5,32,11,254
0,48,241,180,247,176,146,238,6
0,113,205,7,155,120,85,24,24
0,137,2,6,70,89,30,102,82
0,61,119,128,118,129,175,17,91
0,106,173,116,129,84,244,100,51
0,73,132,36,61,37,233,61,136
0,241,248,213,83,120,158,1,44
0,50,71,221,162,108,254,43,88
0,253,189,114,127,138,113,78,44
0,24,134,172,53,163,29,164,9
0,5,194,189,59,191,60,71,188
0,240,174,221,83,98,22,102,155
0,248,180,161,81,236,211,103,75
0,107,80,229,159,219,85,142,71
0,148,169,114,118,12,132,207,76
0,154,218,20,35,111,233,180,232
0,181,164,216,224,189,158,78,76
0,207,226,231,29,169,189,43,155
0,181,16,100,23,33,16,226,221
0,224,148,215,109,68,238,70,26
0,101,65,206,36,2,45,29,25
0,210,156,28,143,218,159,99,58
0,181,164,136,45,251,132,251,223
0,104,130,144,175,219,131,48,56
0,89,138,189,94,230,109,98,119
0,255,4,181,162,85,249,158,6
0,110,28,155,135,26,223,161,248
0,117,28,105,81,241,3,126,225
0,112,88,21,27,209,38,80,83
0,18,54,20,104,162,108,3,56
0,40,244,172,140,158,38,15,86
0,176,226,216,183,76,201,12,138
0,136,45,128,203,9,205,154,167
0,255,6,97,140,5,79,98,62
0,117,33,16,80,19,130,8,213
0,87,226,206,214,186,54,101,234
0,148,44,201,251,76,206,201,107
0,195,98,26,26,240,78,220,103
0,69,53,114,177,69,228,19,198
0,211,50,177,234,5,203,19,52
0,255,16,154,114,246,249,31,119
0,254,83,56,123,164,2,204,87
0,40,136,78,74,54,84,45,155
0,220,146,7,65,76,160,186,248
0,118,147,238,75,7,33,26,95
0,70,202,20,175,186,203,162,14
0,5,208,97,209,109,117,11,180
0,3,244,217,106,121,152,106,138
0,65,246,200,155,89,11,123,91
0,215,18,169,155,86,159,78,58
0,137,170,72,239,253,186,43,9
0,148,101,34,181,208,112,106,167
0,42,168,120,45,129,45,85,233
0,103,56,39,118,12,113,211,48
0,242,195,7,202,60,84,39,240
0,112,207,97,239,154,11,206,10
0,99,190,160,23,191,184,30,160
0,149,26,55,242,102,5,104,81
0,40,174,200,203,9,205,111,48
0,145,194,55,124,128,159,21,123
0,92,0,72,42,30,44,213,81
0,254,65,239,80,19,253,47,74
0,197,19,16,149,240,255,251,108
0,42,232,234,36,246,204,153,0
0,198,27,126,251,96,122,57,179
0,149,225,208,118,88,131,26,138
0,117,20,169,213,61,123,117,6
0,160,134,131,74,178,130,202,119
0,127,170,103,87,186,157,163,152
0,154,235,90,170,233,149,123,186
0,205,212,231,16,53,228,175,244
0,154,18,196,151,232,225,247,205
0,117,61,144,21,207,82,166,58
0,28,79,189,36,48,175,31,234
0,8,1,228,162,160,127,129,102
0,39,45,63,124,243,132,45,53
0,135,235,107,158,161,225,59,210
0,248,137,221,128,33,67,212,87
0,138,250,190,207,55,208,78,131
0,244,1,5,12,219,196,70,50
0,187,213,96,196,153,51,127,24
0,248,4,22,161,211,131,38,225
0,68,83,93,34,194,165,10,81
0,126,53,133,157,232,194,90,81
0,65,238,217,94,229,181,99,82
0,55,244,165,25,53,67,62,24
0,242,151,233,202,100,39,154,12
0,255,238,202,251,53,226,19,123
0,230,131,246,44,83,82,192,221
0,106,47,241,200,139,193,132,45
0,113,57,29,72,191,203,45,244
0,39,160,20,5,204,115,183,72
0,104,25,16,140,198,152,192,103
0,203,9,63,16,250,156,134,15
0,222,218,2,248,152,21,90,223
0,94,137,63,75,55,116,102,9
0,41,210,233,230,120,39,126,123
0,48,224,9,89,80,162,70,201
0,47,144,37,61,164,92,55,221
0,208,221,245,209,246,152,154,0
0,192,119,200,45,238,113,73,123
0,79,118,77,35,255,208,204,174
0,133,197,212,128,228,17,157,220
0,98,130,37,23,230,184,174,252
0,160,35,137,196,16,159,162,232
0,51,128,243,155,13,112,222,92
0,52,248,141,211,135,82,23,75
0,201,77,63,213,224,38,188,166
0,224,117,129,149,121,55,45,190
0,11,240,100,206,34,180,181,241
0,135,14,36,70,211,32,115,103
0,110,71,3,36,127,84,0,123
0,50,85,166,154,5,200,51,53
0,128,128,97,118,190,55,222,170
0,61,181,55,205,230,34,216,156
0,73,61,45,216,69,223,159,119
0,88,130,1,116,78,201,169,42
0,164,244,13,170,65,157,109,121
0,48,158,216,55,103,114,167,155
0,133,57,225,49,120,113,72,44
0,34,165,100,13,233,54,33,131
0,61,247,46,153,219,26,19,50
0,3,119,31,45,65,85,12,221
0,117,26,11,128,211,132,70,153
0,29,160,98,65,6,152,191,138
0,91,92,252,159,62,243,119,155
0,180,148,97,27,60,179,77,24
0,167,199,37,209,149,215,124,151
0,226,164,196,80,206,151,191,107
0,203,29,123,2,68,222,212,41
0,42,5,136,118,148,48,179,127
0,94,1,119,100,136,126,211,114
0,46,45,97,70,82,46,64,189
0,201,119,105,213,166,152,164,87
0,21,5,196,115,178,246,140,40
1,185,250,189,20,146,117,133,162
0,54,244,217,128,53,67,36,238
0,76,48,128,29,134,229,40,44
0,66,156,162,94,230,169,251,108
0,59,210,195,23,74,72,45,125
0,117,2,210,140,122,137,202,209
0,155,61,128,228,246,249,202,107
0,227,127,181,59,139,250,141,9
0,12,62,216,118,89,124,158,48
0,91,135,88,13,93,11,42,205
0,29,103,77,34,68,66,153,244
0,68,179,76,21,137,181,154,119
0,99,196,9,51,120,192,208,110
0,161,119,55,147,196,181,247,178
0,94,24,3,80,116,166,89,221
0,149,75,156,46,155,159,149,214
0,103,36,231,5,63,63,159,115
0,244,179,132,213,116,144,254,209
0,171,78,197,64,82,113,165,178
0,73,164,246,225,119,158,70,28
0,94,212,223,83,188,246,223,241
0,225,179,101,170,240,100,204,244
0,71,36,217,203,210,63,251,244
0,41,216,144,249,88,134,179,248
0,181,159,36,177,80,54,129,92
0,150,124,107,116,68,131,169,89
0,93,167,9,224,213,134,3,91
0,129,159,158,242,180,29,231,17
0,161,223,233,217,217,92,19,33
0,42,14,246,91,207,181,25,252
0,195,113,160,68,149,94,184,173
0,61,138,16,25,186,246,8,166
0,133,224,106,117,65,244,78,210
0,244,212,13,16,19,64,6,62
0,2,197,7,145,82,199,160,7
0,119,226,126,117,180,3,192,62
0,31,159,229,78,120,152,238,24
0,204,83,112,123,159,159,166,119
0,231,194,2,145,163,156,175,12
0,208,159,211,87,89,186,224,85
0,110,21,7,81,5,143,70,14
0,113,103,236,217,145,246,243,56
0,161,231,148,118,148,158,39,115
0,48,106,197,131,228,172,220,189
0,85,49,99,65,149,117,218,59
0,227,30,214,189,207,119,78,245
0,119,219,112,208,240,210,43,207
0,154,69,101,140,60,246,77,34
0,168,26,181,131,85,101,159,91
0,110,81,99,102,61,186,178,87
0,249,60,249,61,38,66,129,173
0,88,49,96,42,78,116,103,0
0,126,71,76,188,126,94,30,166
0,113,244,16,102,109,175,61,199
0,133,132,170,214,3,17,188,62
0,133,224,38,214,34,106,70,55
0,235,214,224,36,149,44,223,213
0,248,137,83,203,68,23,154,147
0,68,39,39,130,97,124,202,10
0,148,100,185,252,82,211,73,59
0,155,35,81,104,20,254,45,241
0,197,14,249,141,68,132,70,76
0,255,199,179,2,85,63,132,59
0,70,234,132,43,92,228,174,238
0,211,71,10,11,76,196,85,95
0,55,148,205,16,157,84,175,11
0,212,125,128,96,160,244,247,202
0,135,2,132,220,6,186,70,113
0,175,179,193,156,115,39,102,166
0,141,123,12,203,55,64,115,198
0,70,189,7,151,189,223,26,254
0,209,134,134,7,115,239,165,95
0,10,14,36,206,226,83,66,63
0,174,158,234,241,238,22,95,196
0,54,244,120,31,23,152,159,118
0,237,164,36,37,217,53,231,44
0,154,230,72,249,240,237,133,78
0,41,83,6,175,22,134,197,202
0,181,211,100,160,7,191,105,34
0,133,10,13,160,165,78,117,50
0,193,168,29,210,115,74,78,29
0,16,50,193,253,23,44,118,248
0,240,211,76,222,240,112,169,72
0,50,119,165,249,149,196,133,93
0,170,103,76,20,68,225,35,244
0,161,50,29,236,247,46,184,81
0,97,77,137,78,112,247,222,56
0,133,39,4,153,96,29,152,158
0,255,185,96,234,185,152,220,119
0,135,65,39,215,227,39,129,75
0,126,134,55,118,76,54,154,158
0,174,60,163,107,120,30,211,21
0,112,42,114,31,60,127,92,137
0,128,208,18,107,160,201,198,14
0,204,78,144,94,51,169,73,188
0,148,222,221,94,88,85,18,123
0,113,36,162,177,68,45,129,143
0,152,155,103,116,53,59,196,174
0,254,250,221,130,205,241,240,107
0,60,0,63,145,16,82,154,51
0,134,32,63,87,254,82,154,142
0,212,156,107,10,100,223,163,139
0,248,159,148,155,209,208,239,89
0,32,184,96,207,89,64,206,183
0,131,84,99,75,196,169,16,253
0,108,119,232,16,202,108,3,209
0,167,208,97,175,120,194,77,110
0,131,44,36,214,191,236,154,119
0,198,30,195,153,83,139,15,58
0,7,217,204,214,227,11,30,124
0,215,90,209,207,55,72,57,114
0,95,214,76,157,203,27,126,210
0,164,176,19,176,208,132,87,241
0,26,164,72,214,202,49,79,251
0,71,20,46,176,68,126,191,131
1,6,156,10,51,0,96,2,218
0,21,204,231,82,68,123,40,70
0,73,113,20,222,253,30,223,83
0,155,101,5,49,224,64,132,119
0,141,194,70,232,194,162,48,121
0,160,88,132,189,60,68,204,210
0,235,112,92,87,117,208,181,14
0,208,65,85,203,37,82,133,10
0,71,134,85,80,96,22,103,129
0,160,226,162,190,15,228,234,24
0,215,121,72,237,5,158,107,62
0,1,62,168,104,69,151,43,115
0,250,92,237,40,207,228,43,162
0,133,148,63,16,186,208,36,254
0,225,10,24,51,211,74,72,48
0,88,83,96,140,126,215,244,38
0,181,157,4,140,88,176,76,87
0,70,139,76,45,239,82,124,237
0,68,108,156,123,82,117,6,166
0,47,149,8,74,232,120,212,129
0,111,21,137,49,160,152,115,58
0,117,28,220,118,115,199,154,66
0,50,189,55,42,111,196,154,205
0,188,79,162,198,234,11,117,48
0,4,77,216,228,200,13,218,31
0,174,54,180,97,37,183,202,9
0,18,226,217,76,121,50,34,225
0,83,161,172,45,134,153,62,89
0,113,128,217,203,230,29,200,192
0,181,112,5,189,233,131,191,84
0,216,61,100,251,188,92,172,86
0,92,219,200,189,130,58,211,64
0,31,170,0,94,85,181,164,144
0,119,130,172,61,9,114,224,105
0,204,16,9,255,20,246,191,110
0,48,54,96,141,38,5,17,173
0,21,110,225,66,192,206,202,118
1,149,53,201,91,11,112,14,234
1,134,177,245,126,116,201,172,43
0,154,123,119,141,204,193,198,10
0,88,135,128,124,57,100,19,40
0,7,80,100,177,226,255,175,114
0,207,194,70,31,177,78,64,64
0,215,226,65,135,19,117,196,50
0,17,44,238,220,227,246,8,127
0,68,232,100,234,6,201,246,5
0,59,247,245,44,102,159,229,50
0,94,132,132,118,37,207,94,190
0,174,55,206,169,213,225,138,115
0,198,56,32,147,83,2,88,248
0,31,130,40,177,173,131,180,70
0,248,170,1,29,166,66,174,129
0,128,23,200,222,189,244,174,157
0,29,83,189,155,209,225,42,137
0,99,65,156,214,61,109,217,54
0,150,86,139,100,12,226,164,225
0,224,49,144,80,219,144,94,213
0,38,103,216,154,246,66,241,190
0,223,48,76,49,19,152,177,118
0,133,89,85,159,244,208,76,56
0,118,204,217,217,191,81,238,213
0,240,255,242,120,126,38,170,72
0,65,12,36,211,5,215,134,231
0,215,72,81,96,23,201,102,183
0,158,22,225,80,18,13,133,214
0,118,137,85,177,120,167,17,149
0,204,179,7,29,163,92,213,62
0,223,103,81,32,186,51,169,87
0,82,94,175,53,112,139,200,254
0,60,137,96,228,30,13,169,58
0,195,164,76,142,43,68,129,2
0,242,49,247,242,213,67,172,53
0,38,61,56,65,46,144,19,131
1,49,42,1,30,102,54,226,199
0,194,134,55,143,126,10,198,0
0,199,57,193,192,135,140,42,56
0,75,176,8,217,207,113,240,87
0,13,32,72,82,204,219,26,233
0,68,180,116,115,92,181,242,48
0,185,226,228,124,69,132,17,202
0,98,111,14,21,112,199,5,110
0,204,16,146,34,115,100,192,11
0,255,152,189,118,202,78,201,175
0,24,54,24,96,240,245,159,144
0,95,124,29,25,77,54,29,91
0,150,132,29,118,69,66,201,215
0,137,122,37,202,21,32,220,72
0,31,200,63,83,53,202,133,87
0,215,47,19,35,92,23,43,178
0,15,18,29,157,174,169,78,222
0,110,156,20,30,148,134,93,195
0,242,138,81,64,89,26,214,183
0,180,160,137,96,217,59,8,233
0,95,205,119,208,21,135,212,87
0,244,190,128,140,63,194,24,243
0,248,212,188,28,43,184,132,241
0,185,156,7,44,112,108,202,53
0,121,244,156,145,55,207,154,148
0,255,36,206,155,224,140,136,28
1,68,139,177,3,185,116,71,178
0,116,150,156,13,89,206,198,228
0,225,190,94,208,208,165,81,131
0,187,16,128,133,129,225,19,199
0,11,55,4,140,50,131,231,223
0,201,101,37,103,160,164,154,123
0,47,190,185,65,186,244,19,64
0,41,187,76,156,82,118,57,83
0,132,25,214,94,213,190,57,44
0,133,214,5,141,53,8,204,131
0,116,181,29,53,239,159,78,213
0,121,208,177,5,115,132,78,162
0,61,25,229,120,26,158,117,208
0,135,98,100,21,37,172,95,113
0,164,113,12,65,148,82,19,9
0,106,148,239,96,160,86,78,2
0,121,72,196,228,219,81,106,80
0,194,22,182,172,50,12,244,153
0,51,146,193,135,11,225,130,20
0,121,161,136,51,60,25,222,9
0,165,135,169,7,44,44,201,10
0,248,22,209,118,67,249,87,9
0,237,6,7,158,251,236,224,233
0,105,16,230,217,192,48,242,245
0,7,228,148,239,120,152,81,15
0,225,190,204,45,73,228,31,183
0,68,57,23,34,60,55,30,248
0,74,34,6,123,89,97,202,133
0,98,83,228,211,233,139,42,245
0,149,232,28,23,88,87,188,244
0,47,226,72,17,115,114,126,87
0,161,88,10,16,178,97,223,91
0,126,24,85,202,15,130,31,48
0,48,112,56,61,148,228,228,27
0,20,208,36,49,55,186,222,234
0,17,206,161,16,12,238,193,62
