x1,x2,label
-1.990163,6.305657,1
1.844853,0.393612,0
-1.114473,-2.358282,4
-2.390054,-4.461903,4
-8.894843,-2.800055,3
7.324610,1.368033,0
-5.379085,0.814922,2
1.163284,-1.619253,5
-5.670015,-1.886752,3
1.541637,-6.732193,4
-8.648364,0.444904,3
4.047559,-5.946605,5
2.108071,-3.247409,5
2.729173,-4.939690,5
-0.986145,3.706638,1
-2.762393,-6.331580,4
2.407664,-2.098131,5
-4.306629,5.567332,2
3.953700,5.659751,1
-8.172102,-2.849490,3
-2.563841,9.059962,1
1.112988,-6.869812,4
7.312346,-3.524522,5
-5.353258,3.716187,2
-7.683901,-2.675357,3
1.083185,4.527706,1
1.984626,-2.102940,5
-1.697423,0.564187,2
8.211763,3.046701,0
5.716427,-0.702001,5
0.826519,-0.519959,5
-1.016150,-1.358388,3
4.570111,-0.827949,5
-3.286143,5.199831,2
4.873295,-1.529454,5
-4.403593,1.120760,2
1.648971,-4.738175,4
-4.087629,2.625098,2
4.862014,-4.374280,5
3.639048,7.878027,1
-6.234564,-2.845223,3
-3.456198,-3.045630,3
-4.315102,-0.365858,3
-2.736084,9.040548,1
-9.618462,1.995412,2
1.582077,-6.705313,4
-6.419306,2.709529,2
-2.040185,-8.357880,4
3.990269,-5.628281,5
-2.139087,-5.677403,4
6.599910,3.865873,0
-3.175452,7.038072,2
5.799228,-5.327902,5
-2.946266,1.134375,2
4.966604,-7.581742,5
-8.855422,3.807929,2
-2.265898,-5.771698,4
0.606226,2.458139,0
-4.098852,-4.439047,3
0.952727,3.849677,1
-8.137123,-4.505631,3
0.530296,-7.584122,4
-4.262950,-8.810819,4
3.507674,2.681451,0
4.868124,-3.335152,5
8.041010,5.628852,0
-0.079777,8.082804,1
5.435310,-6.281989,5
-4.307547,-8.394949,4
-5.421832,2.143863,2
1.988516,1.569031,0
0.895928,5.908794,1
-2.796244,-2.980310,3
-4.917398,-7.709019,4
3.604515,-4.157627,5
-5.185801,-0.023377,3
-3.478890,4.211184,2
-5.980646,-0.202526,3
-6.157320,4.402580,2
2.583740,8.086990,1
6.184662,-1.484225,5
3.670861,-0.709704,5
-3.014144,-2.939548,3
5.556612,5.465376,0
9.700838,1.946018,0
-2.465557,-2.801003,3
2.455657,-3.535520,5
0.725710,1.051644,1
8.483130,-5.152811,5
1.285423,6.859608,1
1.726026,4.931613,1
-4.014091,-5.917239,4
5.081351,1.178154,0
-7.226457,-6.208759,3
5.632457,-1.347927,5
0.014738,9.615002,1
-3.675827,3.729847,2
-2.146127,-3.944087,4
-3.202505,4.301434,2
0.842747,-8.354182,4
4.262038,5.030787,5
-8.355076,-2.738289,3
3.774776,7.011831,1
3.147852,-2.177402,5
4.145656,3.966798,0
-3.318549,-3.348389,3
5.210829,2.148256,0
5.622715,-7.970130,5
2.901945,-2.760428,5
7.236595,-3.875614,5
-2.154910,-9.737383,4
6.047022,0.080374,0
-3.575384,3.389027,2
2.924599,2.217018,0
-1.444051,-7.672097,4
-1.502311,-8.182173,4
8.821193,-1.782085,5
4.220711,-7.216210,5
9.063423,1.124316,0
0.282237,1.782634,1
0.798435,9.370632,1
-8.518430,-4.248146,3
-5.038985,5.750776,2
-0.305093,-5.823323,4
2.337860,3.681955,1
10.206956,1.756296,0
-2.543520,1.322969,2
2.779720,-2.009662,5
-0.942413,3.282448,1
-1.004931,-5.106510,4
-1.892846,0.383860,2
2.780356,-4.745263,5
-2.272333,-7.293239,4
8.435265,2.448325,0
-6.190160,5.600531,2
-7.204269,2.198342,2
7.245187,1.496930,0
5.751978,-4.422687,5
-0.121896,-9.001007,4
2.406560,4.648585,1
3.619908,1.352950,0
2.698861,4.944008,1
3.827957,3.623888,0
3.571301,4.254161,0
3.570094,4.328481,0
1.903872,-3.580723,5
-6.718981,7.488165,2
6.816689,-0.555480,0
0.556087,8.884972,1
-0.980902,4.090196,1
3.418652,-5.428101,5
8.237092,3.632355,0
0.909204,5.361252,1
-1.767540,-5.201305,4
0.375563,1.153253,1
2.663672,0.927388,0
-4.418936,4.490667,2
-3.717940,-7.661762,4
1.590052,6.690812,1
-4.390339,-1.500866,3
-4.799807,-1.946109,3
-2.732918,8.461390,1
-8.653486,3.151185,2
-2.356453,-2.471652,3
1.841794,-5.206252,4
5.763369,7.711389,4
-7.343145,-0.615682,3
-4.925067,-7.401482,4
2.561372,4.589942,1
-2.321150,-8.022640,4
3.071683,-4.619148,5
4.662336,0.817157,0
-2.513206,2.033633,2
6.524716,-1.580254,5
0.177072,-0.592620,4
-1.303473,-9.602137,4
6.532826,-0.294815,0
0.473676,-3.527165,4
-6.968165,-6.311441,3
-2.044882,7.820116,1
-1.799448,-9.225499,4
3.021220,-0.389015,5
-4.288310,2.662175,2
-1.653407,-6.988211,4
1.262398,-6.818938,4
-2.742996,4.295861,2
9.974632,0.915904,0
1.877794,-2.896814,5
4.555510,8.709413,1
-4.995081,6.654338,2
5.205099,0.839055,0
-1.967236,5.332280,1
7.362498,-5.430355,5
-7.597785,-3.247649,3
0.613402,6.720972,1
4.498742,5.293285,0
-2.114509,9.536809,1
-6.045919,4.764916,2
3.608067,-1.821017,5
-3.966198,4.508918,2
5.432492,5.706610,0
3.252781,6.517806,1
2.571595,-5.068413,5
-4.912351,-4.535542,1
5.360401,1.946974,0
-1.129757,-7.979000,4
5.868283,-1.941346,5
3.678086,5.682211,1
-2.147511,-7.795380,4
0.022468,-1.381036,4
-2.087692,0.384123,2
-2.134866,7.680118,1
-9.730629,-0.698813,3
-0.820900,8.893493,1
-8.240853,-4.979256,3
-7.579141,-3.792064,3
3.716865,-7.230233,1
0.426131,-2.046054,4
3.400105,2.308834,0
8.433606,0.589256,0
7.646458,5.606075,0
-0.513562,-1.307608,4
-4.869133,5.877947,2
8.745690,3.755373,0
-1.204421,-7.520187,4
5.618927,2.811828,0
0.145384,-9.491842,4
4.119645,3.129765,0
-5.843774,-7.654924,4
0.168637,-10.021227,4
-3.105895,3.908108,2
0.655942,-0.518134,3
4.464793,6.716861,1
9.255067,-2.554631,5
7.861234,0.300965,0
4.631772,1.322434,0
0.069171,3.148945,1
-6.083584,-1.453311,3
-1.534163,2.549513,2
3.288440,-0.592513,5
-4.401992,-6.692139,4
-9.268482,2.842863,2
-0.536129,-5.316216,4
-4.875147,0.813155,2
-5.108898,1.832396,2
-4.526897,1.197535,2
6.832142,-2.430490,5
-4.699337,1.382869,2
5.026918,4.137994,0
-9.050233,1.626205,2
-0.541684,5.754843,1
-1.357677,8.595492,1
-2.244802,-0.063472,3
7.221000,-1.594646,5
7.066792,-4.775168,5
-2.760141,6.338612,2
-6.112384,4.807509,4
6.843769,2.871534,0
-5.630652,1.721812,2
1.530854,1.527582,0
-6.764168,-2.608183,3
-6.904538,2.374697,2
3.705892,7.279490,1
-5.390566,1.245737,2
-5.173574,-4.789598,3
-8.539297,-2.528288,3
10.101258,0.049616,0
-8.196255,4.766485,2
-5.758402,-2.324118,4
-0.572995,-3.931737,4
-5.905365,-2.721911,3
1.882307,0.667545,0
2.379290,8.793386,1
-5.190949,-2.785475,3
9.394361,-1.648926,5
8.545966,1.528392,0
4.067176,-5.854018,5
1.214630,9.863892,1
-1.873861,-6.773370,4
-8.150831,-5.628587,3
4.035620,4.123676,0
-5.829959,2.839255,2
6.401534,-3.551260,5
5.062621,3.106189,0
-7.050420,6.857163,2
-0.976325,-5.037374,4
-6.287229,0.948793,2
-4.324322,-3.447334,3
7.863336,-3.461371,5
1.871419,0.970515,0
7.352384,-2.414995,5
1.803667,4.365295,1
-6.665540,6.501527,2
8.387966,-4.657477,5
7.743993,4.510675,0
5.165436,3.706274,0
1.458550,2.746351,1
8.131506,-3.693336,5
2.868811,-9.022730,4
-1.242793,0.919068,2
-7.772554,-2.450915,3
-7.110762,-3.682101,3
6.958983,3.208590,0
-8.016041,-5.764727,3
2.013900,1.767227,0
-1.445665,-8.184658,4
3.195725,-8.665983,1
2.862383,3.653990,0
-0.526764,-6.804174,4
-5.280722,-1.866585,3
-0.430812,-8.410834,4
-3.917497,-3.651480,3
4.768946,2.472269,0
-4.088291,8.223684,2
4.305152,0.318633,0
3.503461,-1.722067,5
-7.024831,-5.573967,3
-2.417381,-8.907232,4
-8.268819,1.315100,2
0.722380,-2.904960,4
-6.089865,0.641372,3
4.674039,8.000186,1
-6.471026,-6.179146,3
3.124009,3.092849,0
-3.087177,-4.589594,4
-1.797636,8.051718,1
1.173069,-1.926427,5
-3.112858,-0.570844,3
-6.713096,2.183763,2
8.136630,-2.957662,5
-1.541117,-5.107709,4
5.213401,3.337781,0
-7.301153,3.433976,2
-4.095514,2.109938,2
3.258839,2.095224,0
-2.071394,-6.731528,4
0.877439,6.177061,1
1.088127,7.877239,1
-1.677943,-6.716088,4
2.635527,4.746397,1
-0.569578,2.272322,1
0.210298,-6.389073,4
0.390084,-7.309582,4
-6.855633,-3.805256,3
-5.310832,6.507000,2
-5.355816,-7.037087,2
8.466859,0.424793,0
-5.543448,-2.019397,3
10.125411,1.179302,0
2.452359,-3.267909,5
-8.404702,-0.972871,3
-0.226349,-7.902631,4
4.861854,3.572701,0
2.226715,-0.899202,1
-6.944981,-4.783435,3
2.994205,7.631946,1
-2.097090,4.828278,2
9.037974,-1.268673,5
3.022176,2.524005,0
7.207119,2.294244,0
-2.427971,1.749532,2
6.686449,-4.651091,5
-4.088122,-2.294074,3
2.740383,4.967110,1
-3.547852,-4.201060,3
-2.851235,7.774008,1
-3.752163,5.784828,2
2.600528,6.029496,1
5.462790,-7.567134,5
-5.332960,-5.593582,3
-9.467528,2.129208,2
2.918304,9.182616,1
6.446420,1.289587,0
5.468754,7.357062,0
8.519888,-1.443141,5
7.026942,0.663948,0
6.916065,2.409507,0
3.142183,-2.815932,5
-6.743051,-5.478331,3
-1.746630,-1.613332,3
0.981386,9.400896,1
0.471113,7.155292,1
6.236641,-5.862041,5
-0.025531,1.144165,1
-4.591616,5.217151,2
5.187700,-2.390226,5
1.326288,5.232553,1
0.443373,-5.929776,1
-3.384983,3.006536,2
0.321107,-5.407511,4
1.629806,2.490137,1
-4.810355,7.417391,2
4.442741,-6.323990,5
4.184952,1.378218,0
2.143693,-0.703885,5
3.965468,1.439659,0
-6.657789,2.575324,2
-1.341618,-3.267144,4
6.884530,-5.690072,5
6.306204,-4.440522,5
0.070735,9.774197,1
8.100102,-2.856205,5
7.872247,-0.872864,2
7.399221,-1.546890,5
8.045705,3.866123,0
-5.536779,5.190685,2
-0.218287,2.777482,1
4.801763,6.428457,1
1.409295,-7.795894,4
1.080924,-3.388991,4
-0.611936,-6.579081,4
-2.661988,-2.842095,3
-3.830433,-2.229615,3
-1.476355,5.428633,1
7.208606,-1.257605,1
7.340983,6.032827,0
-1.671631,6.526542,1
-3.855861,-6.812812,4
-0.665348,5.358645,1
-5.231373,3.911331,2
-7.736587,-3.625669,3
9.134120,3.496976,0
-2.582953,6.360278,1
4.600929,4.138438,0
-7.160012,-0.721195,3
7.372439,6.232888,0
0.512434,5.927674,1
-3.360793,9.093774,1
-6.674170,-2.488351,3
3.830006,0.012539,0
-8.501596,-3.158398,3
-7.196969,6.753865,2
-7.890975,2.967162,2
-0.553992,-2.647610,4
-3.188839,1.149118,2
-4.157390,8.462945,2
4.801478,-5.267198,5
-4.918366,7.483938,2
7.472103,3.190782,0
-1.712308,3.576374,2
-5.410089,7.795124,2
-7.830153,5.396254,2
0.520055,-4.667209,4
7.245249,-6.007409,5
-5.726146,-3.345452,3
-4.889137,1.745389,2
-3.549204,-3.120372,3
0.451310,7.411610,1
8.351562,-3.338522,5
0.078806,-1.241629,4
-1.564565,-4.745317,4
-2.436421,4.103044,2
5.731915,-4.583577,5
-2.757426,4.497490,2
-3.661892,-7.640118,4
4.172050,4.348956,0
-5.245603,-0.313050,3
-1.116283,-1.177090,3
-6.944310,2.327478,2
9.774334,-1.015657,0
7.890697,4.768558,0
7.287595,-2.860297,5
-3.211471,-1.337948,3
-2.933384,-7.376831,4
-0.340992,-4.819913,4
-1.438591,6.020455,1
-4.591186,-2.475590,3
-4.673817,3.067754,2
1.167638,4.208729,1
5.718328,6.053754,0
5.745139,1.325061,0
6.982520,0.904951,0
2.532719,-8.490024,4
-8.098130,-1.962955,3
0.817544,2.675029,1
2.369685,-0.437927,5
3.351765,8.775731,1
0.176641,1.453470,1
-0.940894,-3.958916,4
1.399671,-5.016104,4
1.107781,-3.738759,4
-3.441691,4.064015,2
-1.290792,0.712070,2
-8.857115,3.533353,2
5.387117,4.385442,0
0.057509,-6.045206,4
1.270889,7.182485,1
-4.279429,-3.475952,3
2.191563,2.971013,1
-4.507604,8.483265,2
-9.298412,-0.742347,3
4.262720,6.937064,1
-3.423543,-1.271511,3
-1.415956,4.382254,1
5.438678,1.489567,0
-4.786879,3.124717,2
-8.394552,-3.187383,3
1.014047,5.682172,1
-6.830591,4.551268,2
-0.941236,7.825231,1
-5.042190,8.509787,0
0.879821,-9.847762,4
-8.451024,1.963897,2
-2.664145,4.139533,2
-10.042907,0.198792,3
-8.451282,-0.405126,3
1.944861,-4.429712,4
9.636607,-1.079987,0
3.378316,7.381880,1
5.054218,2.074718,0
4.252407,-4.501241,5
9.417379,-1.754345,5
3.851658,-6.073501,5
-4.916931,-4.208549,3
-0.034573,3.440137,1
6.761145,6.009355,0
-7.853725,-6.095779,3
-9.756103,0.510251,3
-2.771478,1.726447,2
-4.122053,-3.927577,3
1.311732,8.119024,1
4.699833,-4.087238,5
-3.298562,4.795345,2
-1.190650,-9.552088,4
-2.192579,-7.063100,4
7.475992,2.264364,0
-0.342358,-9.353472,4
-6.996267,2.860533,2
-4.411757,-6.124659,4
-2.167045,0.606193,2
1.914527,-3.275386,5
-9.850107,1.867839,2
-9.145954,-0.529797,3
0.521607,0.775293,1
8.083017,0.184060,0
4.947949,3.262891,0
-2.688283,-7.700688,4
-3.932889,-8.028934,4
-3.084721,-3.853165,3
-0.639201,9.787242,1
-2.765899,1.419413,2
4.550921,-0.879313,5
3.289249,-4.720993,5
-5.103224,-6.902098,4
3.691807,6.392008,1
5.449051,2.409810,0
5.808916,3.442457,0
-9.246634,1.575708,3
-5.399277,-8.405872,4
8.102259,-2.456919,5
4.084903,7.297630,1
-8.616072,-1.345139,3
-6.203232,1.946047,2
5.294401,-3.118773,5
6.764306,2.586843,0
6.023847,4.525093,0
4.249622,4.901739,0
-1.115664,-9.447113,4
-8.927232,-1.570618,3
-9.574192,0.165362,3
-5.121158,-8.177229,4
-7.777854,0.279613,3
4.492625,2.835451,0
6.054156,3.663703,0
6.260033,3.113940,5
3.868785,-4.971101,5
-5.951243,-4.306962,3
-1.710895,-9.923859,4
-3.930822,6.840560,2
5.607368,-7.192809,5
-1.853691,2.890701,2
-7.687533,3.609712,2
0.859434,0.464768,0
1.171262,5.943000,1
-4.205514,-7.211224,4
-3.553656,1.409594,2
-4.964140,-1.533472,4
0.256753,2.897362,1
7.755448,2.535382,0
8.795954,-0.514336,0
-2.321452,3.194359,2
4.867556,-4.397400,5
-6.899468,3.724945,2
-4.942399,-6.588101,4
5.880190,-5.090263,5
4.135051,7.729740,1
-4.548729,-0.285968,3
1.311355,8.622862,1
1.759705,-4.895447,4
8.184396,-0.082951,0
-1.182767,-5.667810,4
-1.392024,0.589170,2
-8.319351,1.554746,2
-7.688149,5.768107,2
4.210265,-8.820137,5
2.311395,5.095570,1
3.536256,-0.691591,5
4.146868,-2.380657,5
6.553998,-6.439243,5
-4.088375,1.526728,2
2.994904,-6.656972,5
1.939625,-6.493298,4
3.997870,2.545245,0
9.570608,0.177746,0
-4.720801,-8.690801,4
-0.508264,3.183870,1
1.024973,-1.746239,5
4.424817,1.079823,0
0.591412,6.747357,1
7.887381,2.474447,0
0.906119,6.232882,1
5.213332,3.522006,0
-2.824859,-1.577016,3
4.526318,8.198213,1
-4.313171,-5.876932,4
3.122053,8.488095,1
2.262922,-0.829430,5
2.322654,7.026174,1
7.534808,1.175337,0
9.032647,-1.121001,0
1.736322,-2.124584,5
-6.843635,-1.917631,3
-6.094352,-1.156774,3
-0.757053,-1.148090,4
1.355558,9.896867,1
-7.557750,5.882716,2
-0.072605,-6.380419,4
-2.604716,4.450523,2
-8.588397,1.010923,3
4.614405,-8.235808,5
6.629522,-3.046207,5
5.016844,5.323339,0
-9.779340,0.313999,3
-0.249882,6.938978,1
6.093633,6.914644,0
-9.495140,-2.339037,3
-2.739061,-2.498605,3
-3.924526,4.112451,2
-5.986094,-1.485630,3
0.742597,-4.795411,4
-3.427174,-5.552285,4
3.469081,-6.055008,5
1.735291,5.448723,1
4.755379,-4.750766,5
-5.287567,-0.467829,3
-6.731934,-1.703216,3
-1.650982,4.603490,1
-7.260929,1.571913,2
-7.522033,3.890264,2
7.795098,0.576168,0
8.549157,-2.234856,5
-2.913679,-2.744755,3
3.783819,2.847172,0
7.757754,-4.780782,5
0.242156,7.781753,1
-6.758699,-0.720909,3
-3.577014,-7.414671,4
-0.116455,-6.877654,4
3.500992,1.941855,0
8.967860,-1.693653,5
2.242254,-7.812455,4
-9.799281,-1.819083,3
-8.078156,2.576224,2
-1.038840,-5.749152,4
2.006261,0.054190,0
-2.762513,-7.029676,4
2.291685,-1.230671,5
-2.722410,-1.856073,3
7.058884,3.291297,0
-7.567190,2.735624,2
2.823344,-6.088684,5
2.408993,7.842277,1
7.049123,-6.698863,5
1.760873,7.680155,1
5.028979,-6.103763,5
-7.146368,2.450202,2
0.926250,7.794649,1
-3.653602,-1.698350,3
7.743813,-2.182955,5
3.042375,0.826019,0
-5.209661,-3.414203,3
-1.839785,-6.883826,4
-6.796118,-2.304774,2
0.185783,-1.672616,4
-3.583970,-5.826474,4
1.087739,0.948229,0
-0.047872,-6.846483,4
3.401318,4.862626,1
1.836450,-8.665974,4
4.944780,4.418822,0
-1.553523,-5.446137,4
2.578603,9.439867,1
-1.960967,-7.972564,4
2.063620,0.272252,0
-6.872398,-5.798079,3
1.868092,6.321692,1
-1.471328,1.671517,2
3.266714,-5.230399,5
-0.062392,0.752250,1
6.491415,-3.024970,5
-5.832533,3.583285,2
-1.389382,4.544371,1
1.149849,3.212316,1
7.756500,-2.454091,5
5.030278,-6.399599,5
-7.581482,2.690873,2
-6.186689,-5.052353,3
2.438779,5.827794,1
4.902757,-0.669202,0
4.328922,8.371792,1
5.723099,-2.460869,5
-1.058830,-9.588118,4
-6.813018,-4.113581,3
-4.119555,8.177045,2
-1.287837,-6.690362,4
8.428012,1.970596,0
-4.601634,-7.427847,4
-3.585072,7.727825,2
-6.196536,-4.054245,3
-1.819546,-1.248362,4
-8.035091,-4.223745,3
-0.171812,3.217230,1
2.107432,-0.805503,5
6.087306,6.782069,0
-9.307741,-3.059679,3
-1.561887,7.237170,1
2.549666,2.458952,0
8.225392,0.783117,0
3.099098,5.331171,1
3.702389,6.651577,1
5.612949,-2.152591,5
0.659829,1.480678,1
-7.728311,-5.902091,3
-5.453666,-3.182460,3
-8.957065,1.534710,2
6.161418,-0.477221,0
-6.827133,-5.713798,3
7.619376,2.789957,0
-9.033917,-2.632690,3
7.755519,-3.138696,5
0.925680,8.809514,1
3.906668,-1.071130,5
6.335196,-2.818342,1
1.773622,-4.758999,4
-6.698688,-5.786757,3
-9.830029,-1.177481,3
-4.108176,-3.423466,3
-7.029924,-0.467811,3
0.642329,-5.196981,4
-6.297589,-5.806605,3
-2.350277,-3.176954,2
7.289394,-4.293728,5
6.865463,0.611129,0
7.482700,-3.252299,5
0.228328,1.941373,1
0.783134,2.304963,1
5.241321,6.050173,0
-1.622118,0.667757,2
-0.606750,-6.200190,4
-6.018949,-6.202677,3
-9.538853,-0.759501,3
-0.935613,-1.255227,4
-5.932176,-7.756603,4
-1.388037,-2.809331,4
2.394235,9.410574,1
-1.701942,2.495170,2
5.924442,-5.554132,5
-2.707346,1.165236,2
-0.446588,-5.299045,4
7.497008,-1.062042,0
0.521165,-2.207754,4
3.776898,6.934014,1
-1.665972,1.190374,2
-6.011686,-2.087704,3
8.044368,5.243052,0
-0.774631,-6.438920,4
-1.439426,4.262791,1
-7.989892,-5.124018,3
-9.196614,3.477120,2
8.978109,-0.164500,0
2.821612,0.866951,0
1.281388,-0.938353,5
-6.959286,-4.635881,3
-5.589659,6.151671,2
1.227276,-3.267175,4
-0.520132,6.300250,1
1.063646,-6.986292,4
4.728558,2.568265,0
9.591665,1.430343,0
-6.480246,-1.321340,3
3.180004,6.486973,1
2.648145,-8.157193,4
8.254383,-4.319358,5
9.392988,-3.708644,5
-6.929375,-4.399296,3
2.501759,-5.531500,5
-0.329122,-0.724161,4
-7.770400,3.537599,2
5.193468,-7.569055,5
7.150641,-3.247274,5
0.019100,-8.089361,4
9.012372,-0.838574,0
2.340177,9.047042,1
-0.722343,-2.467242,4
3.191670,-3.434569,5
9.362971,0.928249,0
0.729224,-9.847614,4
8.055759,2.524265,5
-3.946898,-7.172967,4
-5.196709,1.959153,2
6.511227,7.282050,0
-0.915149,-9.091070,4
-8.378861,-5.001378,3
-0.438539,5.905695,1
-6.129009,-2.976421,3
0.001294,0.091798,1
6.405066,3.628313,0
7.398305,4.502566,0
1.276077,6.934522,1
4.534342,-3.900134,5
-4.996146,-1.114235,3
-0.200412,-6.885465,4
0.808977,6.952879,1
-3.197457,-1.730646,3
-0.794344,-6.344003,4
-8.303845,0.959052,3
-3.589310,2.730573,2
-1.464526,7.990649,1
-5.810938,5.749296,2
0.921797,7.199993,1
-3.633584,9.015952,1
-5.714430,3.561170,2
8.452742,-2.518655,5
-0.852210,-6.661058,4
1.808917,-7.050431,4
-2.057300,8.123507,1
-8.012945,4.463905,2
-3.668245,-8.461371,4
6.823667,-2.368957,5
-8.858019,-3.688639,3
-2.050900,3.988781,2
-5.891457,2.660375,2
5.489461,-2.081509,5
0.256037,1.634586,1
3.021489,8.133510,1
0.801733,-9.864224,4
4.909669,3.380454,0
1.763406,-7.182446,4
-5.224299,-0.335150,3
-3.748659,6.289489,2
-3.609379,-6.432644,4
2.314539,-7.824521,4
8.476620,2.214077,0
-5.183247,8.259780,2
0.071387,-6.457521,4
-0.185772,5.141672,1
3.068877,-1.548315,5
8.539412,-2.182797,5
1.661951,-5.110288,4
2.649405,9.613112,1
-9.166596,3.526261,2
4.524150,8.945077,1
8.986759,-1.243699,0
6.883503,-0.109425,0
0.185703,-7.951189,1
-2.694995,6.182281,2
-9.115463,-0.911909,3
-3.042391,3.038234,2
-1.745694,-4.968346,4
5.698375,7.000843,0
1.806185,9.485880,1
4.050304,-3.257284,5
-2.742515,1.699858,2
6.256973,-2.898324,5
6.379954,7.304598,0
-6.201344,-6.646013,3
0.174739,8.276658,1
0.793661,-5.470471,4
-3.291132,7.747821,2
-5.847121,3.415428,2
-4.129180,-3.217119,3
-6.850591,-7.274711,3
7.562959,-1.785656,5
-2.111890,-8.893179,4
-3.144156,4.865959,2
6.761220,-0.274702,0
4.433088,3.310308,0
-6.524720,5.799226,2
-2.911911,3.004965,2
-4.036234,9.172548,2
-1.518520,-0.558911,3
-1.769639,-6.122985,4
6.902800,-1.930682,5
-0.211327,5.587755,1
8.919327,0.025551,0
7.453498,0.987516,0
1.769801,4.261099,1
9.635239,-0.648969,0
5.085276,-7.050902,5
0.760889,1.912726,1
2.719464,-6.639171,5
-6.922022,-5.265830,3
5.606966,-3.698715,5
-3.045793,-1.180024,3
-5.008672,-3.025094,3
5.505347,-7.611102,5
-3.173603,-6.328638,4
-3.862706,-2.006987,3
-2.008373,-2.362216,3
3.838103,1.072004,0
-2.936643,-4.728843,4
9.546968,-2.357155,5
-2.640519,-3.189359,3
7.743691,4.355033,0
-2.013783,-9.045942,4
-3.822990,4.214997,2
-4.544075,5.487825,2
4.869888,-1.707615,5
4.281403,5.959035,1
1.705362,-4.178332,4
-7.131611,1.502952,2
4.222512,-5.413022,5
9.588401,-2.720968,5
2.172183,-3.642821,5
-2.086329,4.521938,2
-4.606962,4.839264,2
-1.347109,-4.069796,4
-8.142484,-3.421281,3
3.379021,-4.541396,5
0.924378,0.162670,0
7.046429,3.720346,0
0.929214,-8.817122,4
5.027328,5.474545,0
-8.168838,0.614843,3
-1.535914,9.169100,1
-7.819927,-2.969516,3
-3.282756,3.872002,2
7.416350,-0.866263,0
-8.231309,-3.842443,3
5.539437,-1.155902,5
9.122263,1.916287,0
-2.119230,6.361616,1
1.075205,9.161544,1
-8.706314,-4.377980,3
-0.457672,-7.903577,4
-3.823658,6.994814,2
-1.192607,8.879366,1
0.771497,2.966020,1
2.718926,2.165081,0
4.633862,4.513296,0
-0.285245,2.293645,1
7.874393,-1.792846,5
-0.534785,-5.079416,4
-4.934104,2.052613,2
1.731573,-6.687222,4
2.000206,-1.287832,5
-5.322952,0.202944,3
-0.118439,-8.074772,4
-0.175382,4.771787,1
-2.516706,-6.683954,4
-7.956316,-4.906187,3
-4.219373,3.665116,2
6.885669,0.179085,0
6.641854,-6.329183,5
-4.736651,-4.011735,3
4.942350,-1.782589,5
-4.694397,-8.214238,4
-0.779354,-5.073447,4
3.246343,-7.534777,5
4.950307,0.308001,0
6.283244,5.476514,0
-4.962150,-3.929201,3
-0.208652,-7.474250,4
-1.208436,-8.601426,4
6.008035,5.933869,0
-0.310245,6.743194,1
0.277037,2.277169,1
7.703138,3.223495,0
-5.928139,2.146477,2
0.081069,5.726896,1
1.842064,1.328406,0
1.448264,-4.294065,4
-8.324265,0.414793,3
1.813642,0.750035,0
-8.827700,0.333844,3
0.435789,-5.815623,4
-2.277901,4.348088,2
-0.778683,-6.782001,4
-6.374139,-6.744487,3
9.681860,-1.362792,0
-7.312385,-6.784518,3
-3.685235,-9.186144,4
-5.174014,-3.073316,3
8.305777,-1.182071,0
-8.505179,3.059446,2
5.376013,-4.103066,5
5.505480,-7.744084,5
-2.736482,-4.944213,4
0.727238,2.764526,1
-6.099475,7.280360,2
-8.043595,2.937268,2
-6.089001,2.031295,2
-7.941878,3.758346,2
0.548584,4.559091,1
-0.918818,-3.824689,4
0.413033,2.286784,1
-0.417085,-4.898621,4
8.724912,4.918971,0
4.427905,-3.085579,5
-5.696360,-3.501047,3
0.131629,-6.570872,4
5.458542,2.216249,0
-7.593318,3.923291,2
-3.431878,-9.652735,4
-1.047881,-4.676793,4
5.795308,-1.420442,5
7.174695,-2.415928,5
2.926678,-1.110166,5
-3.145416,-7.711908,4
-4.447462,2.881146,2
-5.812010,5.112063,2
1.702603,3.477747,1
1.726160,-7.335403,4
-2.975378,3.104268,2
-0.156026,6.812484,1
-1.047584,-1.959340,4
-0.081582,5.516514,1
4.971594,-6.409030,5
-1.452627,3.790904,2
5.375062,-5.473075,5
2.914866,8.275452,0
-1.662755,8.364885,1
-8.933959,4.587133,2
-0.256282,4.608386,1
-7.501503,2.719262,2
6.816096,3.004868,0
2.767345,3.951921,1
-3.712184,6.605750,2
-5.504425,-7.528018,4
0.372064,-4.791760,4
1.672067,6.782883,1
-8.456171,1.510865,2
7.819964,-6.107963,5
-2.302618,-1.388790,3
1.359726,4.382123,1
-1.145615,5.817675,1
-7.388093,5.604762,2
-1.455596,7.813745,1
-3.678389,-7.844104,4
-4.038158,-8.595216,4
-9.820341,-1.567567,3
-1.117656,8.959795,1
3.155220,-8.727876,4
-0.094961,-2.831908,4
-7.752891,6.307024,2
-0.685059,-1.127876,4
-7.471487,6.120783,2
-3.381740,6.790879,2
-5.293146,4.988393,2
4.219701,5.557987,1
5.556667,-6.691652,5
0.127054,2.720563,1
-9.387596,-3.715270,3
3.129223,-8.449622,4
1.319536,-3.973316,4
-1.134495,-8.472894,4
-2.594521,2.187476,2
-1.100583,-5.851981,4
7.772036,1.967497,0
2.226352,-8.990156,4
0.172279,-2.783696,4
3.211331,-4.050920,5
0.776438,9.927445,1
-6.348120,1.979087,2
-0.468701,-8.537447,4
